,news title,news source(url),content summary,keywords
37,India struggles to put out crop waste fires that fuel air pollution,https://www.straitstimes.com/asia/south-asia/india-struggles-to-put-out-crop-waste-fires-that-fuel-air-pollution,"""The subsidy plan looks good on paper but the officials have failed to address our practical problems,"" said Kishan Lal, a grain grower.
Under the plan, individual farmers can get a 50 per cent subsidy and farm cooperatives an 80 per cent subsidy to buy the machines for cutting, collecting and hauling away compressed paddy straw.
Other than the subsidy offered by the federal government, since 2018 Punjab state has spent 10.45 billion rupees on crop waste management.
Also, farmers need to first pay upfront and then claim the subsidy, which take up to 10 months, said farmer Jagdish Singh.
To be eligible for the subsidy, farmers need to buy the machines only from select government-approved shops, which often sell the equipment at a premium, farmers said.","india, air, farmers, subsidy, waste, fuel, rupees, plan, buy, need, struggles, fires, pollution, machines, burning, crop, cent"
38,"Farm reforms, citizenship law: Indian PM Modi's controversial policies, reversals",https://www.straitstimes.com/asia/south-asia/farm-reforms-citizenship-law-indian-pm-modis-controversial-policies-reversals,"NEW DELHI (REUTERS) - Buoyed by huge mandates in back-to-back general elections in 2014 and 2019, Indian Prime Minister Narendra Modi has pushed through many controversial policies.
Here are a few of his aggressive decisions, some of which have backfired.
Farm reformsMr Modi's aim of bringing private investments into India's huge agriculture sector through three laws, enacted by Parliament late in 2020, triggered the country's longest-ever farm protests.
Multiple rounds of discussions between farmers' groups and the government failed to end the agitations, as ten of thousands of protesters in tractors, trucks and SUVs blocked roads leading into New Delhi.","thousands, rounds, policies, suvs, delhi, reforms, triggered, roads, reversals, sector, controversial, citizenship, huge, tractors, farm, trucks, modis, law, indian"
39,China's millennial 'new farmers' opt to live off the land,https://www.straitstimes.com/asia/east-asia/chinas-millennial-new-farmers-opt-to-live-off-the-land,"SHANGHAI (AFP) - Ms Hu Siqin had a promising career in Shanghai with a Fortune 500 company and more than enough money, but something was missing under the bright lights of the big city, a sense of what she calls ""roots"".
""People like me don't feel that material comforts stimulate us, and deep down we remain unsatisfied,"" said Ms Hu.
But with a measure of national prosperity now reached, attitudes are reversing among some people.
She now sows organic, pesticide- and fertiliser-free sweet potatoes, long beans and other crops on rented plots of land with like-minded friends on Chongming, a large, primarily agricultural island on Shanghai's outskirts.
Ms Hu, a petite dynamo with a shovel, can barely contain her delight as she pops sweet potatoes out of the soil and samples sorghum plants that tower over her.","hu, organic, shanghai, chinas, farmers, modern, potatoes, live, land, ms, young, primarily, opt, movement, millennial, sweet"
40,A 28-year-old aims to build a giant solar farm in Asia,https://www.straitstimes.com/business/economy/a-28-year-old-aims-to-build-a-giant-solar-farm-in-asia,"Mr Leandro Leviste, 28, will seek to raise as much as 2.7 billion pesos (S$74 million) by selling shares in Solar Philippines Nueva Ecija, a unit of his Solar Philippines Power Project Holdings.
He was convinced that solar power could lower electricity prices for the islands, but progress has been slow.
The archipelago ranked 42nd of 114 nations in solar capacity at the end of last year, according to BloombergNEF (BNEF) data.
Solar Philippines' strategy is to partner with large power companies and rent out land for others to build solar farms on.
The company has cobbled together options on about 10,000ha that could hold about 10GW of solar capacity, Mr Leviste said.","farm, aims, mr, leviste, power, philippines, ms, 28yearold, offering, capacity, build, asia, solar, giant, cent, renewable"
41,Bollywood Veggies loses court appeal over property tax,https://www.straitstimes.com/singapore/courts-crime/bollywood-veggies-loses-court-appeal-over-property-tax,"SINGAPORE - Local farm and eatery Bollywood Veggies has lost its court fight with the taxman over property tax to be paid on the Lim Chu Kang property.
Bollywood Veggies had challenged the method used to determine the annual value of the 10-acre (4ha) property, which was increased from $87,000 to $107,100 in December 2018.
This means the amended annual value led to an increase of $2,010 in property tax.
Iras took the annual rent payable by Bollywood Veggies as representative of the annual value of the land.
Bollywood Veggies appealed to the Valuation Review Board against the amended annual value, but lost its case.","farm, veggies, buildings, singapore, rent, appeal, court, loses, land, property, bollywood, annual, iras, tax, value"
42,Tech farming bears fruit in Singapore,https://www.straitstimes.com/life/food/harnessing-technology-to-grow-food-in-singapore,"SINGAPORE - Just a decade ago, the idea that farming might be a viable career or business in land-scarce Singapore would have seemed laughable.
But technology, which enables people to grow crops indoors and to literally reach for the sky and grow more on less land, has made farming less of a joke.","farming, bears, technology, sky, landscarce, singapore, laughablebut, viable, literally, fruit, grow, tech, reach"
43,Facebook says it removed troll farm run by Nicaraguan government,https://www.straitstimes.com/world/united-states/facebook-says-it-removed-troll-farm-run-by-nicaraguan-government,"NEW YORK (REUTERS) - Facebook said on Monday (Nov 1) that last month it removed a troll farm with more than 1,000 Facebook and Instagram accounts which it was said was run by the Nicaraguan government and the country's ruling party, the Sandinista National Liberation Front.
The social media company said the troll farm - a coordinated effort to manipulate public discourse using fake accounts - was intended to amplify pro-government and anti-opposition content.
The Supreme Court, which has been an Ortega ally, and the Nicaraguan Social Security Institute also ran smaller clusters of fake accounts, Facebook said.
A small subset uploaded content supportive of President Ortega and the Sandinista party and criticising the US.
Facebook said it removed 937 Facebook accounts, 140 pages, 24 groups and 363 Instagram accounts as part of the Nicaraguan network.","youtube, troll, farm, run, network, social, nicaraguan, president, removed, coordinated, ortega, facebook, accounts"
44,S'pore fish farm to aim for highest sustainable farming standards in aquaculture,https://www.straitstimes.com/singapore/environment/spore-fish-farm-to-aim-for-highest-sustainable-farming-standards-in,"SINGAPORE - Sustainable aquaculture will take a step forward as local farm Barramundi Group enters a landmark partnership with the World Wide Fund For Nature (WWF) Singapore to increase responsible seafood production in Singapore.
The ASC certification is awarded to farms that are independently assessed and certified as being environmentally and socially responsible when farming seafood.
The latest update from Barramundi Group comes amid an ongoing study commissioned by the authorities to look into the possibility of scaling up commercial fish farming in Singapore's southern waters.
The bulk of Singapore's 110 licensed sea-based fish farm sites are in the Johor Strait, with 108 coastal fish farms there.
""It is also a critical milestone for our Responsible Seafood Action (React) programme, which aims to help Singapore develop into an internationally recognised hub for responsible aquaculture production, while encouraging responsible seafood consumption by engaging stakeholders across the seafood value chain.""","farming, aim, production, farm, singapore, spore, barramundi, seafood, aquaculture, fish, group, study, highest, sustainable, responsible, standards"
45,"In Brazil, an NGO grows medical cannabis to help patients",https://www.straitstimes.com/world/in-brazil-an-ngo-grows-medical-cannabis-to-help-patients,"It belongs, in fact, to a pioneering Brazilian non-governmental organisation engaged in the production of medical cannabis to help patients with seizures.
After seeing her condition improve, Ms Brito decided to help other patients too.
So she founded the Medical Cannabis Research and Patient Support Association, or Apepi, that produces artisanal therapeutic oils made from cannabis to help patients with conditions similar to her daughter's.
That work has required a lot of effort, since growing marijuana remains illegal in Brazil.
And, despite initial suspicion and pushback from some, Ms Brito says the endeavour enjoys support in Brazil.","farm, help, brazil, brito, ngo, plants, ms, grows, marijuana, growing, patients, cannabis, medical"
46,Biden administration plans wind farms along nearly the entire US coastline,https://www.straitstimes.com/world/united-states/biden-administration-plans-wind-farms-along-nearly-the-entire-us-coastline,"WASHINGTON (NYTIMES) - The Biden administration on Wednesday (Oct 13) announced a plan to develop large-scale wind farms along nearly the entire coastline of the United States, the first long-term strategy from the government to produce electricity from offshore turbines.
The announcement came months after the Biden administration approved the nation's first commercial offshore wind farm off the coast of Martha's Vineyard in Massachusetts and began reviewing a dozen other potential offshore wind projects along the east coast of the US.
On the west coast, the administration has approved opening up two areas off the shores of central and northern California for commercial wind power development.
Taken together, the actions represent the most forceful push ever by the federal government to promote offshore wind development.
In particular, the administration has pledged to build 30,000MW of offshore wind in the US by 2030.","administration, energy, interior, coast, nations, plans, biden, entire, farms, power, states, coastline, offshore, nearly, wind"
47,"Printing coupons and eating swans: North Korea innovates amid food, economic woes",https://www.straitstimes.com/asia/east-asia/printing-coupons-and-eating-swans-north-korea-innovates-amid-food-economic-woes,"SEOUL (REUTERS) - From printing coupons as replacement cash to breeding ornamental black swans to eat, North Korea is being forced to innovate to handle economic woes and food shortages as anti-pandemic border lockdowns drag on, reports suggest.
Mr Kim Jong Un has acknowledged a ""tense"" food situation and apologised for sacrifices citizens had to make to prevent a coronavirus outbreak.
North Korea has not officially reported a single coronavirus case.
UN agencies said North Korea has recently begun to allow in shipments of aid, and numbers released by China show a slow increase in trade.
'Delicious meat'According to various media citing unidentified sources in North Korea, the central bank has been printing money coupons worth about US$1 (S$1.34) due to a shortage of North Korean won bills.","printing, swans, coming, north, won, told, woes, coupons, korea, innovates, border, economic, korean, situation, eating, food"
48,"Thailand plans $6.8 billion aid for farmers hit by Covid-19, floods",https://www.straitstimes.com/asia/se-asia/thailand-plans-63-billion-aid-for-farmers-hit-by-covid-19-floods,"BANGKOK (BLOOMBERG) - Thailand plans to dole out nearly US$5 billion (S$6.8 billion) in cash to millions of farmers reeling from the impacts of Covid-19, floods, droughts and poor crop prices.
The Cabinet will consider a programme to allot 155 billion baht (S$6.35 billion) to growers of rice, rubber, oil palm and other crops at a meeting next Tuesday (Nov 30), Prime Minister Prayut Chan-o-cha said in a statement on Facebook.
The government will transfer the cash into the accounts of eligible farmers through the Bank for Agriculture and Agricultural Cooperatives, he said.
The payments will be expedited as price-support measures for rice, rubber and palm oil as well as to prevent distress sales of agriculture produce, Mr Prayut said.
The government will need to approve borrowing of between 80 billion baht and 90 billion baht to support the farmers, Finance Minister Arkhom Termpittayapaisith said.","rubber, prayut, floods, plans, farmers, mr, aid, 68, baht, minister, borrowing, covid19, support, thailand, billion, hit, rice"
49,New programme to be launched for those checking urban farm operations in Singapore,https://www.straitstimes.com/singapore/consumer/new-programme-launched-for-those-checking-urban-farm-operations,"SINGAPORE - A new programme will be launched for those who certify local urban farms as green and clean to ensure that the checkers are competent and fair.
The accreditation programme, by the Singapore Accreditation Council (SAC), is for checkers who will inspect and certify urban farms for compliance with the newly launched SS 661 standard.
The standard recognises local urban farms that produce safe, quality food, using resource-efficient practices in a clean and sustainable environment.
Enterprise Singapore (ESG) on Monday (Sept 27) said the checking bodies will first go through the SAC accreditation programme.
For instance, SS 661-compliant urban farms cannot use any chemical pesticides.","farm, checking, singapore, operations, programme, accreditation, checkers, urban, farms, standard, local, ss, clean, launched, standards"
50,Scottish seaweed-eating sheep offer hopes of greener farming,https://www.straitstimes.com/world/europe/scottish-seaweed-eating-sheep-offer-hopes-of-greener-farming,"DUNDEE (AFP) - On a tiny island in Scotland's far-flung Orkneys, thousands of sheep spend the winter munching on seaweed, a unique diet that scientists say offers hope for reducing planet-warming methane emissions.
Around 60 people share North Ronaldsay - an island just over 5 kilometres long, ringed by rocky beaches and turquoise waters off the north coast of mainland Britain - with the distinctive native sheep.
The unintended result: in summer the sheep can nibble on grass, but by winter eating the plentiful seaweed is their only means of survival.
Farm animals belch and fart methane gas which, though trivial sounding, is about 30 times more powerful than carbon dioxide at trapping heat in the atmosphere.
The seaweed diet of the Orkney sheep has an effect on their complex digestive system and appears to reduce the amount of methane produced.","farming, unique, offer, seaweed, diet, north, greener, hopes, winter, scientists, seaweedeating, methane, sheep, world, scottish, island"
51,"Agri Tech 4.0 is the new buzzword in agriculture, says food security expert",https://www.straitstimes.com/singapore/environment/agri-tech-40-the-new-buzzword-for-agriculture,"These are examples of what Associate Professor Matthew Tan calls Agri Tech 4.0 - disruptive innovation in the agriculture sector that is accelerating mid food supply crises fuelled by the Covid-19 pandemic.
Prof Tan is the Singapore representative for the private sector to the Asia-Pacific Economic Cooperation (APEC) policy partnership on food security.
Agri Tech 4.0 - which he described as a ""sunrise industry"" - was the crux of his keynote address on Friday (Sept 17) at the 2021 Global Food Security and Sustainability Virtual Summit.
The summit virtually brought together global food security experts from governments, the private sector, and non-governmental organisations.
Prof Tan said there are three components that make up an Agri Tech 4.0 farm: applying big data, using Internet of Things, and switching to highly disruptive and sustainable farming technologies.","tan, buzzword, 40, singapore, disruptive, yield, agri, farms, sector, data, security, tech, expert, agriculture, food"
52,Ireland takes on powerful farm lobby to meet climate goals,https://www.straitstimes.com/world/europe/ireland-takes-on-powerful-farm-lobby-to-meet-climate-goals,"Finding a way to cut those emissions is the best chance Ireland has of meeting the European Union's goal of reaching net zero by 2050.
The methane they spew into the atmosphere has more than 80 times the planet-warming impact of carbon dioxide in the first two decades.
""Irish politicians talk about a national herd, but it's not a national herd.""
The average Irish dairy herd has less than 100 cows, a quarter of those in New Zealand.
The government's goal is to add 8,000 hectares of forest a year that will absorb 21 million tonnes of carbon dioxide by 2030.","way, farm, powerful, takes, national, lobby, goals, climate, farms, carbon, turn, irish, herd, methane, average, hectares, ireland, meet"
53,Global warming is destroying crops. Can it be stopped in time?,https://www.straitstimes.com/world/global-warming-is-destroying-crops-can-it-be-stopped-in-time,"Technology will play a starring role, said Mr Werner Baumann, chairman of German healthcare and agricultural giant Bayer AG.
One Bayer project involves developing ""short-stature"" corn that resists stalk breakage and can be planted more densely.
Cargill Inc Chairman David MacLennan insisted genetically modified organisms must be part of the solution, though GMOs are a controversial component of modern agriculture with significant opposition.
Ms Sara Menker, chief executive of agricultural analytics firm Gro Intelligence, suggests Mr Elon Musk's money would be best spent creating a new financial institution to help modernise how many crops are traded.
More fundamentally, Mr Musk's money could build roads and crop storage facilities so farmers in developing nations could more easily get their products to market, says Mr Alloysius Attah of Farmerline, which helps farmers embrace technology.","global, warming, mr, money, farmers, crops, nations, developing, destroying, chairman, billion, projected, stopped, crop, musks"
54,Dairy Farm Walk private housing site expected to draw keen interest from developers,https://www.straitstimes.com/business/property/ura-launches-sale-of-dairy-farm-walk-residential-site,"SINGAPORE - The Urban Redevelopment Authority launched the tender of a residential site in Dairy Farm Walk on Thursday (Oct 21), which is expected to garner a good number of bids from developers.
Spanning 15,663 sq m, the parcel in Upper Bukit Timah has a maximum gross floor area of 32,893 sq m and can accommodate about 385 units.
The Dairy Farm Walk site is located in a quiet enclave close to nature, near to the Bukit Timah Expressway and around 10 minutes' walk to Hillview MRT station.
Tender for the site will close at noon on March 8 next year.
Its closing will be batched with another confirmed list site, the Housing Board executive condominium parcel in Bukit Batok West Avenue 8.","sq, units, keen, walk, farm, developers, half, draw, private, site, expected, housing, good, land, area, interest, confirmed, bukit"
55,Japan's top egg producer to invest $100m to build Singapore's 4th egg farm,https://www.straitstimes.com/singapore/consumer/japans-top-egg-producer-to-invest-100m-to-build-singapores-4th-egg-farm,"SINGAPORE - Japan's top egg producer Ise Foods Holdings is investing more than $100 million to build Singapore's fourth egg farm.
SFA will continue to work with like-minded companies and partners to enhance Singapore's food security.""
The fourth egg farm will bring the Republic closer to its ""30 by 30"" goal of food security.
The Republic has focused on agri-technology to bolster its food security amid climate change and supply chain disruptions.
Agri-technology efforts are central to the Republic's efforts to bolster food security with greater self-sufficiency, in the face of climate change and supply chain disruptions.","build, farm, ise, singapore, 4th, sfa, invest, ms, japans, foods, egg, producer, security, 100m, singapores, food"
56,New farming school to develop talent in Singapore's agri-tech sector,https://www.straitstimes.com/singapore/environment/new-farming-school-in-joo-koon-to-boost-talent-in-singapores-agri-tech-sector,"Eight years ago, he was keen on a farming business but opted to start a venture in food and beverage automation because he felt opportunities in agriculture were limited.
But Singapore's emphasis on producing its own food since then has rekindled his interest in farming and prompted him to sign up for full-time training in agriculture technology (agri-tech).
He is one of 119 trainees in a new agri-tech training facility at 60 Benoi Road, near Joo Koon MRT station, which was launched on Thursday (Sept 16) to develop talent for the industry.
The six-month programme will teach trainees, over four phases, the basics of growing crops, farming technology, farm operations and automation and business.
The training was planned in collaboration with sustainable technology firm Netatech to prepare trainees for jobs in agri-tech business, operations management and other specialised roles.","farming, business, technology, talent, agritech, singapore, programme, school, sector, develop, training, wong, singapores, cent, trainees"
57,Farmer groups in India's Uttar Pradesh hit out at BJP government ahead of crucial polls,https://www.straitstimes.com/asia/south-asia/farmer-groups-in-uttar-pradesh-hit-out-at-government-ahead-of-crucial-polls,"Analysts said that the discontent has the potential to snowball into a major issue in the state polls, due in five months.
""I wouldn't undermine the importance of the farm laws issue.
But farm protests show India's fractious electoral politics can create difficulties for anyone.""
""This rally (over the weekend) was to strengthen our protests and awaken farmers on the issues that are facing them...
It is only natural,"" said Mr Rajveer Singh Jadaun, Uttar Pradesh president of the Bharatiya Kisan Union.","farmer, protests, farm, groups, crucial, farmers, polls, private, bjp, uttar, pradesh, indias, ahead, issues, laws, delhi, hit"
58,Singapore-grown crawfish ready for the spotlight,https://www.straitstimes.com/life/food/singapore-grown-crawfish-ready-for-the-spotlight,"SINGAPORE - A start-up here is looking to put a small crustacean on the world map - in farms, in stores and on dining tables.
Singapore Crawfish produces 100kg of the crustaceans every month and is scaling up its production.
It is also selling technology it has developed to farm crawfish sustainably.","selling, small, technology, spotlight, singapore, ready, tablessingapore, crawfish, singaporegrown, stores, startup, sustainably, world"
59,"Harvest will be rich, but workers are few: Aussie farms grapple with border closures",https://www.straitstimes.com/asia/australianz/harvest-will-be-rich-but-workers-are-few-aussie-farms-grapple-with-border-closures,"SYDNEY - Australian farmers are expecting a bumper harvest after a period of drought-busting rain but they face a new crisis as border closures have caused a serious shortage of pickers and farm workers.
But the potential boom has been accompanied by a severe shortage of workers as a result of Australia's strict international and state border closures due to Covid-19.
Some Australian states have also imposed interstate border closures due to Covid-19 outbreaks, which has further restricted the flow of workers and machinery.
""There is a record grain harvest coming, but the semi-skilled and low-skilled people that normally come over and help with the harvest won't be coming,"" he said.
Mr Mahar said the worst-affected crops include fruit and vegetables, though there are growing concerns about the ability to harvest wheat, canola and chickpeas.","harvest, rich, mahar, coming, farmers, crops, farms, grapple, wheat, border, workers, shortage, closures, aussie, grain"
60,Britain's Christmas lament: Meat shortages and delivery delays,https://www.straitstimes.com/world/europe/britains-christmas-lament-meat-shortages-and-delivery-delays,"In 2014, Mr Watchorn was England's pig farmer of the year, with a thriving business.
Mr Watchorn said the last time he can remember things being this bad was during an outbreak of mad cow disease in the late 1990s.
Mr Watchorn, 66, is one of many producers of food and other goods warning of a daunting winter ahead for Britons.
Supermarket consortiums say pressures from rising transport costs, labour shortages and commodity costs are already pushing prices higher and will likely continue to do so.
Indeed, businesses around the world are facing rising energy prices, product shortages and labour shortages.","supply, watchorn, mr, lament, christmas, understand, delivery, sunak, meat, delays, shortages, workers, britain, britains, labour, pigs"
61,Hazelnut farmers in Turkey fume at Nutella's alleged 'monopoly',https://www.straitstimes.com/world/europe/hazelnut-farmers-in-turkey-fume-at-nutellas-alleged-monopoly,"AKYAZI, TURKEY (AFP) - Kneeling from dawn till dusk, the Turkish farmers picking most of the hazelnuts going into Nutella spreads complain of exploitation and meagre pay, setting up a clash over labour rights.
The little heart-shaped nut making Nutella such a guilty pleasure is a cherished commodity in Turkey, which accounts for 82 per cent of global exports.
This is a demanding job,"" said Mr Sirin, a hood protecting him from a cold drizzle covering the leafy ground where the hazelnuts hide after ripening and falling from the trees.
The world-famous spread is made by Italy's Ferrero confectionery, Turkey's top hazelnut purchaser.
A Ferrero spokesman told Agence France-Presse that the Italian company does not directly ""own or manage farms in Turkey and does not source hazelnuts directly from farmers"".","nutella, monopoly, nutellas, sirin, mr, farmers, hazelnuts, hazelnut, turkey, fume, alleged, work, sea, turkeys, ferrero"
62,India's pollution board says prepare for emergency steps as Delhi's smog worsens,https://www.straitstimes.com/asia/south-asia/indias-pollution-board-says-prepare-for-emergency-steps-as-delhis-smog-worsens,"A thick haze of toxic smog hung over the Indian capital, exacerbated by a spike in the burning of crop waste in surrounding farmlands.
It reduced visibility and the Air Quality Index (AQI) hit 470 on a scale of 500, according to the federal pollution control board.
This level of pollution means the air will affect healthy people and seriously impact those with existing diseases.
""This is becoming a nightmare,"" said Gufran Beig, founder project director of air quality and weather monitor SAFAR that falls under the Ministry of Earth Science.
India's efforts to reduce crop-waste burning, a major source of air pollution during winter, by spending billions of rupees over the past four years have done little to avert a sharp deterioration in air quality.","conditions, delhis, air, quality, emergency, worsens, board, private, burning, smog, local, winter, steps, prepare, pollution, indias, crop"
63,Sri Lanka bans contaminated Chinese fertiliser,https://www.straitstimes.com/asia/south-asia/sri-lanka-bans-contaminated-chinese-fertiliser,"COLOMBO (AFP) - Sri Lanka has barred a Chinese ship carrying desperately needed organic fertiliser that experts have found to be tainted with harmful bacteria, officials said on Sunday (Oct 24).
The action comes as Sri Lanka battles food shortages caused by a currency crisis, while farmers have said a government ban on chemical fertiliser could ruin their crops this year.
The Sri Lanka Ports Authority said the agricultural ministry ordered them on Saturday to prevent the unloading of the fertiliser in any port and to turn away the Chinese vessel.
Sri Lanka originally ordered the organic fertiliser from China as part of its efforts to become the world's first 100 per cent organic farming nation.
The organic plant nutrients from China were meant to replace the phased out chemicals during the main rice cultivation season that started on Oct 15.","lanka, million, ship, fertiliser, bans, tonnes, sri, contaminated, plant, yields, chinese, organic"
64,Interfaith leaders learn about food sustainability by setting up farm in S'pore school,https://www.straitstimes.com/singapore/community/interfaith-leaders-learn-about-food-sustainability-by-setting-up-farm-in-school,"SINGAPORE - A farm with climate-resilient and easy-to-grow crops such as guava, wing beans, yam and brinjal has been set up at the Canossian School to raise awareness of regional food sustainability across South-east Asian nations.
The Faiths @ Work Demo Farm at the special education school near MacPherson Road was completed by 18 interfaith leaders and practitioners from the region who are based in Singapore.
The project is part of the Temasek Foundation - Humanity Matters Faiths @ Work Regional Humanitarian Interfaith programme.
Mr Tharman said that the farm also contributes to broader sustainability efforts, to grow community gardening and urban farming in Singapore.
One of the participants, Friar Aiden Peter Jr Sunyu, said that while he has been involved in previous interfaith programmes, Faiths @ Work is different.","tharman, setting, project, farm, matters, ties, spore, faiths, school, sustainability, leaders, work, interfaith, participants, learn, food"
65,"Apec ministers call for recovery support; curbs on fishing, farm, fuel subsidies",https://www.straitstimes.com/asia/apec-ministers-pledge-recovery-support-seek-to-curb-fishing-farm-subsidies,"""We need to sustain our economic recovery through continued policy support measures, while preserving financial stability and long-term fiscal sustainability,"" the ministers said.
They pledged to support WTO negotiations on a temporary waiver of intellectual property protections on Covid-19 vaccines.
OPENING TRAVELWith many economies in the region dependent on tourism, the Apec ministers said they would work to ensure safe travel in the region, with ""tangible outcomes in 2022"".
The Apec ministers said they would engage at the WTO's 12th ministerial meeting (MC12) at the end of November to modernise trade rules and deliver concrete results.
They called for WTO countries to negotiate effective curbs on harmful fisheries subsidies at the meeting in Geneva.","curbs, trade, farm, meeting, apec, fuel, wto, recovery, support, fishing, work, subsidies, economies, ministers"
66,Cyber 'farming' to boost income in Venezuela,https://www.straitstimes.com/world/cyber-farming-to-boost-income-in-venezuela,"CARACAS (AFP) - Mr Zacary Egea works two jobs as a motorcycle taxi driver and courier in economically crippled Venezuela.
Mr Egea is one of many Venezuelans to have turned to NFT gaming to augment their income as the country confronts its eighth year of recession and fourth of hyper-inflation.
To save up for a house for my family,"" said Mr Egea, who shares an apartment with his mother in a poor Caracas suburb.
In a notepad, Mr Egea keeps a meticulous record of his farming activities and NFT price movements.
In 35th place is Axie Infinity, another NFT game that works on a similar principle but requires a higher initial investment of about US$1,000.","farming, gaming, mr, money, income, game, plants, boost, egea, nft, works, digital, cyber, venezuela"
67,"Golf: Will Zalatoris shoots 61, co-leads with Sahith Theegala at Sanderson Farms event",https://www.straitstimes.com/sport/golf/golf-will-zalatoris-shoots-61-co-leads-with-sahith-theegala-at-sanderson-farms-event,"JACKSON, MISSISSIPPI (REUTERS) - Will Zalatoris shot an 11-under 61 on Friday (Oct 1) to move into a three-way tie atop the leaderboard with Sahith Theegala and Nick Watney after two rounds of the Sanderson Farms Championship.
However, the clear standout of Friday's round was Zalatoris, who hit 17 of 18 greens in regulation and did not miss a putt under 10 feet.
Keith Clearwater carded the only other 61 at the Sanderson Farms Championship back in 1996.
A lot better wedge game, a lot better speed control with the putter and I drove it a lot better today.
So I'm really excited and I feel like I'm building.""","61, really, zalatoris, shot, lot, day, putt, sahith, golf, shoots, theegala, event, better, coleads, im, sanderson, farms, hit, tied"
68,"China's vegetable, grain supplies plentiful, say farm officials",https://www.straitstimes.com/asia/east-asia/chinas-vegetable-grain-supplies-plentiful-say-farm-officials,"Supermarkets in various cities around the country saw flour, rice and other food items flying off the shelves.
China is expected to produce 750 million tonnes of vegetables this year, an increase of 1 per cent, added Mr Tang, providing a possible 1.5 kg a day per person.
China also processes enough rice noodles a day to meet the whole population's consumption for two days, she said.
""Even when the domestic Covid-19 epidemic was at its worst last year, there was abundant supply of grain in supermarkets,"" said Ms Liu.
Still, Mr Tang said further efforts were being made to guarantee sufficient vegetable production, with the government ""guiding"" big producers to expand output and empty greenhouses in northern areas to resume operations.","consumption, plentiful, farm, supply, worry, tang, chinas, mr, vegetables, wheat, say, officials, supplies, output, rice, vegetable, grain"
69,Britain calls for 800 foreign butchers to avoid pig cull,https://www.straitstimes.com/world/europe/britain-calls-for-800-foreign-butchers-to-avoid-pig-cull,"LONDON (REUTERS) - Britain will offer six-month emergency visas to 800 foreign butchers to avoid a mass pig cull, it said on Thursday (Oct 14), after farmers complained that an exodus of workers from abattoirs and meat processors had left the pork sector fighting for survival.
Environment Secretary George Eustice said the temporary visas would address the problem which farmers said was putting livelihoods at risk and causing animal welfare issues.
Mr Eustice said around 800 butchers would be needed to clear the backlog and announced aid to help abattoirs store meat.
And that's why we decided instead to have temporary visas,"" he said.
The lack of butchers is just one of a number of areas where Britain is facing acute labour shortages.","calls, farmers, national, visas, cull, pig, 800, meat, workers, avoid, britain, foreign, processors, temporary, butchers, pigs"
70,"In Taiwan tea country, a scramble to adapt to extreme weather",https://www.straitstimes.com/asia/east-asia/in-taiwan-tea-country-a-scramble-to-adapt-to-extreme-weather,"MEISHAN/TAOYUAN, TAIWAN (REUTERS) - Mr Chien Shun-yih looks out over his withering tea fields in Taiwan's picturesque southern Meishan township and lets out a sigh.
A once-in-a-century drought last year followed by torrential rain this year have decimated his crop and left Taiwan's tea farmers scrambling to adapt to the extreme weather changes.
Ms Lin Shiou-ruei, a government researcher helping Meishan's farmers, said another problem the extreme weather brings is pests that attack the young tea buds.
Ms Lin is working to educate farmers about the pests that proliferate with climate change, and how to identify and manage them.
However, whether or not what is happening in Taiwan's tea country is directly related to climate change remains an area for debate.","chien, change, weather, taiwan, meishan, adapt, farmers, tea, climate, taiwans, country, drought, scramble, extreme"
71,China putting pigs in 13-storey 'hog hotels' to keep germs out,https://www.straitstimes.com/asia/east-asia/chinas-putting-pigs-in-13-storey-hog-hotels-to-keep-germs-out,"BEIJING (BLOOMBERG) - China is taking hog biosecurity to new levels - 13 storeys in fact.
China is copying best-practices from Europe and the US to close its biosecurity gap, said Mr Rupert Claxton, the UK-based meat director at consultant Gira.
Lethal African swine fever, which sickens pigs much like Ebola kills humans, caused a dramatic outbreak in China in 2018.
Now, domestic hog numbers recovered more swiftly than anticipated because mega farms have expanded capacity so aggressively.
This has been seen for decades in the US, Denmark and the Netherlands, which have among the best biosecurity standards globally and never reported a single African swine fever outbreak in recent years.","china, 13storey, swine, putting, farms, hotels, meat, germs, biosecurity, african, wiped, hog, fever, pigs"
72,Fungal solution touted for an endemic pollution problem in India,https://www.straitstimes.com/asia/south-asia/fungal-solution-touted-for-an-endemic-pollution-problem-in-india,"NEW DELHI - Every year around October, farmer Satinder Sharma would toss a lit matchstick and torch his field.
The 62-year old in Haryana had to burn stubble on his 2.2ha rice field to clear it for a wheat crop.
Mr Sharma is not alone.
He is one of thousands of farmers in north India who burn more than 2.3 million hectares of paddy stubble every year at the onset of winter - contributing to an annual pollution crisis that obscures the sky across India's northern plains and harms millions of its residents.","thousands, touted, fungal, india, problem, endemic, toss, torch, sky, solution, stubble, field, burn, pollution, sharma, winter, wheat"
