,date,title,intro,url,content summary,keywords
1778,24-May-16,China calls for lower meat consumption,"Chinese people need to eat less red meat, a leading Chinese government health agency has recommended in a landmark review of the country’s eating habits.",www.foodnavigator-asia.com/Article/2016/05/24/China-calls-for-lower-meat-consumption,"China calls for lower meat consumptionMeat consumption in China has risen in line with the country's booming middle classChinese people need to eat less red meat, a leading Chinese government health agency has recommended in a landmark review of the country’s eating habits.","['red', 'meat', 'recommended', 'countrys', 'review', 'calls', 'lower', 'risen', 'need', 'middle', 'china', 'consumption']"
1779,24-May-16,Ruchi fully divests in Kagome tomato joint-venture,"Ruchi Soya Industries has sold its share of a joint-venture with Kagome Foods, a Japanese tomato products manufacturer, and investment firm Mitsui & Co.",www.foodnavigator-asia.com/Article/2016/05/24/Ruchi-fully-divests-in-Kagome-tomato-joint-venture,"“The company has disposed of its entire stake in the JV company at a consideration of Rs630m [US$9.3m] and has entered into termination agreement and share purchase agreement with Kagome Co and others, on May 20, 2016, resulting into termination of JV arrangement with parties thereto​,"" India’s biggest manufacturer of edible oils said in a filing to Bombay Stock Exchange.
Madhya Pradesh-based Ruchi, which is also one of India’s leading exporters of soya meal, lecithin and other food ingredients, entered into the joint-venture in 2013 to launch premium tomato puree, sauces, ketchup and other products in India.
News of the sale led the company’s shares to jump by 7% in the day’s trading.","['jv', 'kagome', 'divests', 'jointventure', 'company', 'trading', 'thereto', 'tomato', 'entered', 'us93m', 'indias', 'agreement', 'ruchi', 'termination', 'fully']"
1780,24-May-16,Food ministers step in to tackle India’s food commodity crisis,State food ministers have met in Delhi to examine ways that they can co-ordinate action to contain rises in the price of essential food commodities.,www.foodnavigator-asia.com/Article/2016/05/24/Food-ministers-step-in-to-tackle-India-s-food-commodity-crisis,"The government will also consider increasing the size of the pulses buffer stock to 900,000 tonnes from the current level of 150,000 tonnes.
With sugar supplies also critical, Paswan said he would consider lowering the import duty on sugar and banning exports if prices spiked.
Besides pulses, edible oils, sugar and potato, the prices of all other commodities are under control​,"" the minister said.
Yet, according to a recent consumer survey by the Indian Market Research Bureau, 80% of Indian diets are protein deficient.
“Ever since Naturell’s inception, we have focused on products which promote a healthy lifestyle​,” said Vijay Uttarwar, chief executive.","['protein', 'healthy', 'price', 'pulses', 'sugar', 'products', 'tackle', 'step', 'commodity', 'tomato', 'crisis', 'prices', 'indias', 'ministers', 'tonnes', 'food']"
1781,24-May-16,Chinese pork prices surpass five-year peak,"Pork prices in China increased by 48% April over the same month last year, according to commodities analyst Mintec. ",www.foodnavigator-asia.com/Article/2016/05/24/Chinese-pork-prices-surpass-five-year-peak,"This growth surpassed the previous peaks seen in September 2011, and has been driven by falling domestic production and increased demand for pork by Chinese consumers.
The result of this action was responsible for a 6.5% drop in domestic pork production last year, to 53m tonnes.
Due to falling domestic production, Chinese pork imports have been growing, with those from the European Union in the first-quarter of this year totalling 286,100 tonnes—up 93% versus the same period last year.
Further sharp increases have also been seen in imports from non-EU countries.
On May 5, the Beijing region released 3.05m kilos of frozen pork to the market with the aim of alleviating current high prices.","['pork', 'fiveyear', 'production', 'imports', 'falling', 'seen', 'peak', 'period', 'prices', 'versus', 'chinese', 'surpass', 'union', 'domestic']"
1782,23-May-16,Sydney fire: meat factory burns to the ground,"A fire at a meat processing plant in Banksmeadow, Sydney, has been extinguished after burning for two days straight, causing thousands of dollars in damages.",www.foodnavigator-asia.com/Article/2016/05/23/Sydney-fire-meat-factory-burns-to-the-ground,"Around 50 employees at the Haverick Meats factory were evacuated on Saturday (21 May) morning after a fire erupted in an air-conditioning unit, which quickly spread through the factory’s insulation panels.
Black plumes of smoke were seen billowing out of the building as firemen used cherry picker trucks to stop the fire from spreading to neighbouring factories.
No injuries have been reported and the fire is not being treated as a suspicious incident by local authorities.
Haverick Meats is a family-run butcher and wholesaler.
which supplies meat to some of the finest restaurants in Sydney.","['ground', 'used', 'meat', 'factory', 'building', 'meats', 'walls', 'sydney', 'wholesaler', 'weekend', 'write', 'burns', 'unit', 'haverick']"
1783,20-May-16,Taiwan's president Tsai Ing-wen sworn in as drug-fed pork tensions rise,"Tsai Ing-wen has been sworn in as Taiwan’s first female president, promising to push for dialogue with China, but the leader faces continued pressure over US pork imports.",www.foodnavigator-asia.com/Article/2016/05/20/Taiwan-s-president-Tsai-Ing-wen-sworn-in-as-drug-fed-pork-tensions-rise,"Taiwan’s opposition party, Kuomintang (KMT) today (20 May) voiced its opposition to relaxing the country’s ban on Ractopamine to accommodate imports of US pork.
At a KMT press conference in Pingtung, members called for the domestic market to remain closed to US drug-fed pork, according to the China Post.
‘Political’ debate​Domestic pork producers, too, fear that importing US pork could put pressure on local suppliers.
Last year, the US sent 12,200 tonnes of pork Taiwan, but exports in the first quarter of 2016 are down on the previous year.
“I gather the Taiwanese producers are strongly opposed to imports of Ractopamine-treated pork and have made quite a political issue out of it,​” he said.","['pork', 'producers', 'rise', 'taiwan', 'drugfed', 'according', 'market', 'taiwans', 'tensions', 'opposition', 'party', 'tsai', 'taiwanese', 'ingwen', 'sworn', 'ractopamine', 'president']"
1784,18-May-16,Canadian home hydroponics start-up finds UAE distributor,Urban Cultivator has appointed Italian Food Masters as its sole distributor to supply its hydroponic gardening appliances to consumers and food service operators in the United Emirates.,www.foodnavigator-asia.com/Article/2016/05/18/Canadian-home-hydroponics-start-up-finds-UAE-distributor,"The Canadian company’s equipment serves as an indoor garden for fresh herbs, microgreens and vegetables.
“Its pre-programmed control centre self-regulates water, light and humidity levels inside the unit​,” said Corrado Chiarentin, general manager of Italian Food Masters.
Last year, Urban Cultivator launched its first Living Produce Aisle, a brick-and-mortar store that combines a local grocer, salad bar and the company’s appliances, in Vancouver.
“Growing your own shows an operator’s commitment to locally sourced and sustainably grown ingredients, cutting down on transportation and unnecessary waste.
The concept is simple: harvest what you need, when you need it, and let the rest continue to grow​.”","['greens', 'unnecessary', 'microgreens', 'living', 'finds', 'produce', 'uae', 'urban', 'canadian', 'need', 'startup', 'hydroponics', 'distributor', 'aisle', 'food', 'locally']"
1785,18-May-16,'It's still an attractive market': How are companies overcoming political instability in Turkey?,"At the crossroads of east and west, Turkey offers huge promise but given the current political and economic situation, there are also challenges. FoodNavigator spoke to both Turkish and global companies at Food Ingredients in Istanbul this month to get...",www.foodnavigator-asia.com/Article/2016/05/18/It-s-still-an-attractive-market-How-are-companies-overcoming-political-instability-in-Turkey,"His biggest piece of advice for companies wishing to do business in Turkey is to work with regional partners who understand the local culture.
""The necessity we see in this market is to work closely with distributors to touch the different regions.
​But as for the political instability, Elmili sees this as a global rather than local problem.
'It's an attractive market'Perhaps things are easier for companies just entering the market as they are more agile?
""For us and a lot of companies Turkey is an attractive market because of the potential – not only for Turkey itself but all the Middle Eastern countries.","['company', 'instability', 'work', 'overcoming', 'market', 'companies', 'future', 'political', 'local', 'middle', 'understand', 'attractive', 'turkey']"
1786,18-May-16,Iranian meat suppliers experience export problems to CIS,"Despite hopes from Iranian meat exporters that they could increase supplies to the Commonwealth of Independent States (CIS), deliveries to the region, including most of the post-Soviet Union area, are not yet happening.",www.foodnavigator-asia.com/Article/2016/05/18/Iranian-meat-suppliers-experience-export-problems-to-CIS,"Exports to the Russian-led Eurasian Economic Union have not even started, as the countries cannot approve veterinary certificates.
And now prospects of a deal with Iran are becoming questionable, as last week, Iranian meat supplies to Tajikistan were blocked, amid rising quality concerns.
Last week, the Iranian Chamber of Commerce and Industry posted a demand from Tajikistan authorities that meat supplies should include a description of the product on the label in Tajik, rather than Farsi.
Negotiations at risk​This incident probably adds a new level of complication to negotiations on a meat deal between Iran and Russia.
Attempts even took place to create a free trade zone for some agricultural products.","['iranian', 'meat', 'products', 'beginning', 'export', 'iran', 'supplies', 'suppliers', 'agricultural', 'countries', 'veterinary', 'cis', 'tajikistan', 'problems', 'experience', 'trade']"
1787,17-May-16,Elopak enters Japanese market with Pure-Pak carton,Elopak has partnered with Nippon Paper Industries to launch its Pure-Pak carton in Japan.,www.foodnavigator-asia.com/Article/2016/05/17/Elopak-enters-Japanese-market-with-Pure-Pak-carton,"The company plans to launch its Pure-Pak Classic with curve feature and Pure-Pak Sense cartons, which already serve the dairy, soft drinks and functional drinks in Europe.
50th anniversaryYasuhito Obayashi, associate director, Paper-Pak division, Nippon Paper Industries, told BeverageDaily, it will also apply closures to the cartons for consumer convenience.
Pure-Pak Sense + closures to be attached) and standard products (e.g.
Pure-Pak Sense is a contemporary pack with improved appearance and functionality.
The carton is called Pure-Pak Sense because ‘its development and design has been focused on appealing to our senses’.","['improved', 'products', 'japanese', 'enters', 'market', 'cartons', 'closures', 'purepak', 'machine', 'sense', 'filling', 'carton', 'paper', 'industries', 'elopak']"
1788,16-May-16,Spotlight on Turkish regulation: 'It's an easy market to enter',"Harmonisation of Turkish and EU food law make it an easy and attractive market for foreign companies, but on issues that affect public health - such as nutrient profiles, health claims, GM food and salt reduction - the country is forging its own path. FoodNavigator...",www.foodnavigator-asia.com/Article/2016/05/16/Spotlight-on-Turkish-regulation-It-s-an-easy-market-to-enter,"Since 2011, a wave of laws have been written into the Turkish Food Codex to ensure that rules on food hygiene, contamination, additives and labelling are all aligned with EU food legislation.
Rules on food flavourings, for instance, are fully harmonised with the EU’s Union List.
But according to Şen the ban on GMOs is an example of food regulation being adopted for political reasons, rather than scientific ones.
'It's an easy market'​Overall, however, the similarities between EU and Turkey regulation greatly outnumber the differences, and this makes it easy to start doing business there.
Euromonitor data confirms the country's potential as an export market as the country came out top for packaged food sales in Western Europe last year.","['regulation', 'products', 'enter', 'turkey', 'şen', 'health', 'claims', 'market', 'levels', 'rules', 'turkish', 'easy', 'eu', 'food', 'spotlight']"
1789,16-May-16,Australian dairy industry gets nitrogen cash boost,Australian dairy is one of four agricultural industries that will benefit from a government-funded Rural Research and Development for Profit project to improve the efficient use of nitrogen.,www.foodnavigator-asia.com/Article/2016/05/16/Australian-dairy-industry-gets-nitrogen-cash-boost,"Dairy Australia will receive approximately A$1.5m ($1.09m) from the Australian government to support nitrogen use efficiency RD&E as part of its involvement in the More profit from nitrogen: enhancing the nutrient use efficiency of intensive cropping and pasture systems project.
The project aims to identify practices to optimize nitrogen use efficiency.
Previous research has found small improvements in farm-scale nitrogen use efficiency can provide substantial increases in productivity and profit.
It will be led by the Cotton Research and Development Corporation (CRDC) in conjunction with fellow rural research and development corporations (RDCs) Dairy Australia, Sugar Research Australia and Horticulture Innovation Australia and 15 other research partners.
The dairy component of the nitrogen-use efficiency project will involve research partners who will contribute an additional A$500,000 ($364,000).","['profit', 'component', 'project', 'cash', 'research', 'industry', 'australia', 'nitrogen', 'gets', 'australian', 'dairy', 'boost', 'productivity', 'significant', 'efficiency']"
1790,13-May-16,"Courts, controversy and CSR – the palm oil story","There were more twists and turns this week in the controversy surrounding the IOI group, which was suspended by the Roundtable on Sustainable Palm Oil (RSPO) last month.",www.foodnavigator-asia.com/Article/2016/05/13/IOI-sues-RSPO-as-Nestle-cancels-contracts-over-deforestation,"What did this mean?​The RSPO suspended the company’s certification status, which meant it couldn’t sell it’s own stock of Certified Sustainable Palm Oil (CSPO).
IOI’s suspension could well have been intended to show that the organisation has teeth.
But is the action plan it has submitted good enough?
The fact that IOI has rejected IOI’s suggestions on how to mitigate the effects of the suspension decision doesn’t bode well.
None would offer any further comment on IOI’s legal action, but it’s unlikely to have gone down well.","['plan', 'ioi', 'suspension', 'rspo', 'decision', 'palm', 'issues', 'ismail', 'iois', 'oil', 'courts', 'action', 'csr', 'controversy']"
1791,12-May-16,Genomics pioneer set to beef up Australian cattle industry,Genomic selection could provide massive productivity gains to the Australian beef industry now that a Queensland University genomics expert is focusing his research on improving the A$5bn (US$3.7bn) a year sector.,www.foodnavigator-asia.com/Article/2016/05/12/Genomics-pioneer-set-to-beef-up-Australian-cattle-industry,"Ben Hayes, who has joined the Queensland Alliance for Agriculture and Food Innovation, said that genomic prediction was now widely used in livestock and crops to help determine future trait outcomes.
“When combined with advanced reproductive technologies, genomic selection promises to deliver over the next few decades productivity gains that might have taken centuries to achieve with traditional selection​.”Professor Hayes is the co-inventor of genomic prediction for traits in dairy and beef cattle.
He said: “The northern beef herd accounts for about 70% of all Australian beef, so the potential upside is enormous​.
“The opportunities for the northern beef cattle industry centre on improvements in animal fertility, meat quality, and disease and parasite resistance​.
Professor Hayes said he aimed to ensure technologies and techniques developed through his research were easy and accessible for producers.","['tropical', 'genomic', 'cattle', 'northern', 'genomics', 'quality', 'beef', 'prediction', 'industry', 'pioneer', 'hayes', 'australian', 'selection', 'traits', 'technologies', 'set']"
1792,12-May-16,JV partner forces SunRice to put ASX listing plans on ice,Australian rice exporter SunRice has been forced to hold off on a planned ASX floatation until one of its joint-venture partners has carried out a review.,www.foodnavigator-asia.com/Article/2016/05/12/JV-partner-forces-SunRice-to-put-ASX-listing-plans-on-ice,"The news comes as the SunRice Board engages in a process to review its capital structure and develop a new model for the future.
The company said in a statement that the unnamed partner had decided that the capital restructure justified its own review of the joint-venture’s arrangements.
It pointed out that SunRice remained committed to the listing, and enjoyed “strong support​” from both A- and B-class shareholders.
“The timing of the Capital Restructure is now being impacted by circumstances related to one of our joint venture partners; it is not being impacted by operational issues or recent media commentary regarding companies with similar capital structures​,” said SunRice chairman, Laurie Arthur.
“It is important to highlight that the delay in the timing of the capital restructure is not related to business performance or prevailing market conditions​,” the statement added.","['asx', 'plans', 'jv', 'impacted', 'sunrice', 'forces', 'ice', 'partner', 'capital', 'statement', 'restructure', 'structures', 'listing', 'similar', 'related', 'timing', 'review']"
1793,11-May-16,"Nearly $10,000 worth of meat stolen last month in Auckland","Almost NZ$10,000 worth of meat was stolen from grocery stores and food retailers in the city of Auckland, New Zealand, for the month of April. ",www.foodnavigator-asia.com/Article/2016/05/11/Nearly-10-000-worth-of-meat-stolen-last-month-in-Auckland,"According to crime-prevention software Auror, meat was by far the most commonly stolen item across a range of products, including health and beauty goods and household items.
It is believed that the stolen meat is often sold on through online forums and community buying/selling groups on social media.
The reselling of stolen meat is much less likely to arouse suspicion compared to electronic goods, such a stereos and televisions, due to the latter’s dramatic markdown in price.
“In our experience, that’s not merely because meat is an expensive item, but because it’s worth a fair amount on the black market.
We’re aware that it’s often stolen in large quantities, then sold online through social media, and we’ve even seen reports where items like bacon have been used as currency by criminals to barter.”​Auror recorded at least 20 cases of over $200-worth of meat stolen last month.","['month', 'stolen', 'auckland', 'meat', 'nearly', '10000', 'item', 'goods', 'social', 'theft', 'online', 'worth', 'retailers', 'sold', 'media']"
1794,11-May-16,Palm oil spike drives continued rise food prices for April: FAO,"The Food and Agriculture Organisation (FAO) has said global prices of key food staples rose for the third consecutive month in April, after four years of previous decline.",www.foodnavigator-asia.com/Article/2016/05/11/Palm-oil-spike-drives-continued-rise-food-prices-for-April-FAO,"According to the Food Price Index, published by the United Nations agency, the average price of a ‘basket’ of food staples rose by 0.7% from March with spikes in palm oil and cereals helping to drive increasing prices.
Despite rising for the third consecutive month, the FAO said April’s price index score of 151.8 points remains 10% below one year ago and more than one third lower than the Food Price Index highs seen in 2011.
Uneven growth​The gradual increase in food prices in recent months has been ‘far from even’, according to the FAO, which highlighted that the current rises were driven largely by a “grim 2016 production outlook for palm oil coupled with a growing worldwide demand”​ which saw palm oil prices hit a 17 month high – leading to a 4.1% spike in the vegetable oil price index.
The FAO also noted that international prices for soy, which is the second most important oil crop to influence the vegetable oil price index, rose due to less favourable 2015/16 production prospects in South America.
Sugar prices, which provided a driver for strong growth in March (growing by 17%), were down by 1.7%, while meat prices rose 0.8% on the back of growing U.S. demand for Australian beef, said the FAO.","['price', 'month', 'continued', 'rise', 'fao', 'spike', 'drives', 'rose', 'palm', 'prices', 'noted', 'index', 'oil', 'food']"
1795,11-May-16,Beijing releases reserve pork,Chinese news agency Xinhua revealed that Beijing has released 3.05 million kilograms (kg) from its frozen pork reserves into the market in an effort to ease pork supply pressure and contain a price surge.,www.foodnavigator-asia.com/Article/2016/05/11/Beijing-releases-reserve-pork,"Since the Lunar New Year at the end of January, Beijing’s pork prices have been rising as a result of tight supply.
Raw pork prices surged by 50.6% month on month in April, according to the region’s municipal government.
The move, which will last until 4 July, sees 50,000kg of pork sold for a small sum to 121 supermarkets daily.
Slaughterhouses are also being encouraged by the government to increase pork supply through subsidies.
According to Xinhua, this is the first time the Beijing government has allocated reserve pork to an initiative that was launched in 1992, designed to create reserve programmes to stabilise prices of major goods.","['pork', 'month', 'releases', 'xinhua', 'reserve', 'supply', 'prices', 'beijing', 'sold', 'us140', 'vendors', 'tight']"
1796,11-May-16,High temperatures cause lentil prices to double,"Indian lentil prices have more than doubled over the last year, with reduced production volumes in the 2015-16 season contributing to a 117% year-on-year cost increase.",www.foodnavigator-asia.com/Article/2016/05/11/High-temperatures-cause-lentil-prices-to-double,"The country’s lentil production is set to be reduced by 18% this year, to 400,000 tonnes, according to Mintec, a commodities analyst.
This is due to extremely high temperatures across the major growing regions during the monsoon season which damaged the crop harvested between February and March.
As a result, Indian lentil imports, mainly from Canada, have increased.
Between August 2015 and February 2016, India imported some 250,000 tonnes of lentils from Canada, up almost 50% compared to the same period last year.
Consumption is also forecast to rise slightly by 1% year on year, while ending stocks are expected to fall significantly by 88% this year.","['high', 'stocks', 'significantly', 'yearconsumption', 'temperatures', 'prices', 'lentil', 'slightly', 'season', 'canada', 'tonnes', 'cause', 'set', 'double']"
1797,11-May-16,Godrej Nature’s Basket appoints new chief,"Avani Davda will take over as managing director of Godrej Nature’s Basket, the speciality food chain chain, while her predecessor, Mohit Khattar, will take on a new group-level role at Godrej Group.",www.foodnavigator-asia.com/Article/2016/05/11/Godrej-Nature-s-Basket-appoints-new-chief,"Tanya Dubash, executive director and chief brand officer, said: “Avani comes with a wealth of experience in retail, business strategy and brand building.
I am positive that she will help scale the business to greater heights and wish her the very best in her new assignment​.”Earlier, Davda had previously been chief executive of Starbucks’ joint-venture with Tata, and at 33, the youngest person to occupy such a position at the Tata group when she assumed the role.
In 2014, she was ranked thirteenth most innovative woman in food and drink by Fortune and Food & Wine.
Dubash added that Godrej group had created the role of head of retail strategy and branding for Khattar to move to, in line with the company’s “strategic approach to managing and synergising benefits​” of the group’s retail potential.
He will work across all Godrej’s businesses.","['chief', 'retail', 'role', 'godrej', 'natures', 'business', 'appoints', 'executive', 'tata', 'brand', 'basket', 'group', 'food', 'strategy']"
1798,11-May-16,Government must free infrastructure to boost India’s competitiveness,"India could save up to US$50bn a year an be more competitive in global market if the proportion of GDP spent on warehousing and infrastructure were reduced from 14% to 9%, according to an Assocham study. ",www.foodnavigator-asia.com/Article/2016/05/11/Government-must-free-infrastructure-to-boost-India-s-competitiveness,"“With expected inflow of new investments owing to government’s thrust on promoting the domestic manufacturing sector, India’s cargo and logistics industry is likely to clock a compounded annual growth rate of about 16% over the next few years​,” said the study, a collaboration between the industry representative body and Resurgent India, a knowledge firm.
“Appropriate policy changes and opening up capacity together with increase in speed for transportation of goods and services through rail, road, water and others is imperative for the growth of the cargo and logistics industry in India​,” said DS Rawat, secretary general of Assocham.
“Transportation of bulk commodities through waterways can free up capacity for fast-moving goods, besides setting benchmarks and standards for industry will drive uniformity of warehouses, storage and transport equipment​.”To encourage infrastructure investment, cheap capital should be made available to logistics service providers, alton with longer credit periods, the study suggested.
“The government should create a uniform tax structure and do away with multiple checkpoints and documentation requirements which would lead to speedier delivery of cargo​,” it said.
It also highlighted that passage of a new goods and services tax would further improve the logistics sector’s performance by bringing down distribution costs by up to 15%.","['services', 'competitiveness', 'study', 'growth', 'cargo', 'goods', 'infrastructure', 'india', 'logistics', 'free', 'industry', 'indias', 'tax', 'service', 'boost']"
1799,10-May-16,Vimto returns to India as Nichols signs production deal with Iceberg,"Vimto, an iconic global beverage brand, is due to make a comeback in India after its British manufacturer, Nichols Plc, agreed licensing terms with Delhi-based Iceberg foods.",www.foodnavigator-asia.com/Article/2016/05/10/Vimto-returns-to-India-as-Nichols-signs-production-deal-with-Iceberg,,
1800,10-May-16,Chinese scallop prices soar after EU lifts import ban,News that the European Union has ended a 19-year ban on imported Chinese scallops buoyed prices by 23% in April.,www.foodnavigator-asia.com/Article/2016/05/10/Chinese-scallop-prices-soar-after-EU-lifts-import-ban,"Chinese imports were originally banned in July 1997 after vibrio parahaemolyticus—a bacterium which causes gastrointestinal infections—was discovered in frozen scallop meat.
However, the Zhangzidao Group of Dalian is currently the only company to have met stringent EU guidelines and can now import to the EU.
China is the world’s largest producer and exporter of scallops via aquaculture, which accounts for 18% of world scallop exports, according to Mintec, a commodities analyst.
The lifting of the ban has resulted in an increase in exports to the EU, thereby limiting supply and leading to an increase in the price of Chinese scallops.","['vibrio', 'world', 'worlds', 'prices', 'ban', 'import', 'scallops', 'lifts', 'chinese', 'increase', 'zhangzidao', 'scallop', 'exports', 'soar', 'eu']"
1801,4-May-16,New corn policy could prompt shift in Chinese agri-production,"By cancelling the corn temporary purchase and storage policy after eight years, Chinese authorities may have precipitated a seismic shift in the country’s corn and its deep-processing industries through this crucial supply-side reform.",www.foodnavigator-asia.com/Article/2016/05/04/New-corn-policy-could-prompt-shift-in-Chinese-agri-production,"Meanwhile, falling international corn prices prevent effective de-stocking, according to commodities analyst CCM.
There is no doubt that corn deep-processing industries will also be significantly affected if corn prices are set by the market.
“Currently, China’s sugar starch industry is over capacity​,” CCM reported.
“In 2015, the total capacity of China’s starch sugar was approximately 19.8m tonnes while production stood at around 12m tonnes.
A new corn policy may also advance the use of ethanol as fuel in China, with the Chinese government in a position to offer subsidies and tailor its policies to related businesses as an alternative means to work down the country’s high corn inventory.","['high', 'price', 'corn', 'policy', 'sugar', 'agriproduction', 'prompt', 'starch', 'shift', 'prices', 'industry', 'chinese', 'tonnes', 'chinas']"
1802,4-May-16,Bird's-eye vine view could show stresses in wider Aussie agriculture,A project in South Australia’s Coonawarra region has brought remote sensors and aerial imagery to maximise irrigation efficiencies in one of Australia’s most famous wine growing areas.,www.foodnavigator-asia.com/Article/2016/05/04/Bird-s-eye-vine-view-could-show-stresses-in-wider-Aussie-agriculture,"The images, taken by three cameras fitted to a fixed-wing Cessna aircraft 300m above the vineyards, will help viticulturists rapidly identify canopy temperature, vine water stress and nutrient status issues.
This data has been used to measure chlorophyll levels, vine canopy temperatures and growth and converted into maps on a block-by-block basis.
The project, part-funded by the South Australia government, will ultimately review vine water status in relation to fruit quality across YAN, Ph, TA, colour, tannin and Brix.
“Accessing actual vine water stress information in a timely and relevant way means that our company can use water more efficiently … and potentially, improve the quality of our wine​,” Brodie said.
A final report on the results of the trial flights and data gathering is due later this month.","['vine', 'water', 'view', 'irrigation', 'data', 'kidman', 'stress', 'vines', 'sensing', 'aussie', 'birdseye', 'agriculture', 'vineyard', 'wine', 'wider', 'stresses']"
1803,3-May-16,Judges rule on what constitutes a ‘New Zealand made’ supplement,"Just making a product in New Zealand is not enough to earn it a ""New Zealand made"" label, the country’s Commerce Commission has warned.",www.foodnavigator-asia.com/Article/2016/05/03/Judges-rule-on-what-constitutes-a-New-Zealand-made-supplement,"In a case taken by the Commerce Commission, the High Court has found that New Zealand Nutritionals made misleading “New Zealand made​” claims about two dietary supplements.
According to the ruling, a claim that a dietary supplement is “New Zealand made​” may be misleading if the key ingredients do not come from New Zealand, even if they are packaged or turned into tablets there.
The company argued that the representations were not misleading because the manufacturing process had occurred in New Zealand.
They said that the statements on the labels were not representations about where the goat’s milk powder had been sourced.
“Consumers are influenced in their purchasing decisions by ‘made in New Zealand’ claims.","['nutritionals', 'products', 'constitutes', 'rule', 'misleading', 'labels', 'judges', 'claims', 'goats', 'milk', 'powder', 'ruling', 'supplement', 'zealand']"
1804,2-May-16,Founding member AstaReal withdraws from NAXA,"Founding member AstaReal has withdrawn from the Natural Algae Astaxanthin Association, while at the same time the association announced a new member, Chinese company Yunnan Alphy Biotech Company, Ltd.",www.foodnavigator-asia.com/Article/2016/05/02/Founding-member-AstaReal-withdraws-from-NAXA,"While the breakup with NAXA is characterized as cordial, AstaReal said it can now emphasize the quality advantage it says its new production capability affords.
Remaining within NAXA would perpetuate the notion that all algal astaxanthin ingredients are created equal, said Joe Kuncewitch, national sales manager for AstaReal.
However, NAXA only confirms that member companies are producing astaxanthin from algae.
“AstaReal will continue to independently educate consumers that only natural astaxanthin from ​H.
“We are choosing to focus on the education and awareness of the astaxanthin market,” ​Steinford told NutraIngredients-USA.","['association', 'founding', 'natural', 'quality', 'member', 'steinford', 'market', 'astareal', 'astaxanthin', 'withdraws', 'naxa', 'health', 'ingredients']"
1805,29-Apr-16,China’s pork imports booming,China’s pork imports more than doubled in March 2016 as environmental regulation slammed the brakes on domestic production for the country’s largest producers.,www.foodnavigator-asia.com/Article/2016/04/29/China-s-pork-imports-booming,"UK levy board AHDB Pork described the international surge in China’s pork imports during 2015 as “exceptiona​l” and said the pork-hungry nation shows “no signs of slowing down​”.
The high domestic price of pork (£2.80p per kg) is fuelling the country’s drive to import pork in ever-increasing quantities, the levy board added.
China’s domestic pork producers have been unable to capitalise on the strong retail price of pork, with increasingly strenuous environmental regulation preventing the larger companies from expanding.
But all major European pork producers recorded a year-on-year increase in Chinese pork exports, said AHDB Pork.
Canada’s currency depreciation has helped volume exports of pork to 28,300t in y-o-y terms from January to March 2016.","['pork', 'booming', 'imports', 'producers', 'strong', 'q1', 'ahdb', 'volume', 'shows', 'chinese', 'chinas', 'exports', 'china']"
1806,26-Apr-16,Chinese beef firm blames falling prices for first-quarter loss,"One of China’s most ambitious cattle breeders and genetics companies, Xinjiang Tianshan Animal Husbandry Bio-engineering Co, has blamed a fall in beef and mutton prices for what it predicts is a $2m loss in the first quarter of 2016.",www.foodnavigator-asia.com/Article/2016/04/26/Chinese-beef-firm-blames-falling-prices-for-first-quarter-loss,"Farmers appear to have killed off herds early, due to worries over fodder prices, leading to a supply glut.
Tianshan copies US​The growing scale of firms like Tianshan appears to be driving up Chinese cattle numbers, and putting pressure on prices.
The Changjiang report predicts overall company profits of RMB390m in 2016, hitting RMB2bn in 2017.
The report predicted long-term profitability for Tianshan on the back of domestic beef market, which Changjiang puts at RMB400bn.
The high-end market is “insulated​” from turmoil whereas Australian imports are “unable to meet the needs of high-end restaurants” according to the Changjiang report.","['falling', 'report', 'firm', 'cattle', 'meat', 'beef', 'changjiang', 'prices', 'firstquarter', 'tianshan', 'breeding', 'blames', 'chinese', 'loss', 'leading']"
1807,26-Apr-16,How to shut down the illicit ginkgo trade,Research into the adulteration and poor manufacturing practices of ginkgo products has highlighted the need to reign in unregistered food supplements containing the botanical. ,www.foodnavigator-asia.com/Article/2016/04/26/How-to-shut-down-the-illicit-ginkgo-trade,"The paper tested 35 samples of Ginkgo biloba​ food supplements bought from health food stores, supermarkets and pharmacies in London and on the internet.
Most contained higher levels of the flavonols rutin and/or quercetin or lower levels of ginkgo metabolites compared to reference samples of the leaves.
“Adulteration of ginkgo products sold as unregistered supplements within the very large market of ginkgo products (reputedly £650 million annually) through the post-extraction addition of cheaper (e.g.
Ginkgo – often marketed as improving circulation, memory and cognitive function – is a licensed drug in some European countries like Germany.
According to a paper from the EU-funded PlantLIBRA project, one in five Europeans take plant food supplements​​ with ginkgo being one of the most popular.","['illicit', 'traditional', 'products', 'food', 'quality', 'samples', 'shut', 'spectroscopy', 'supplements', 'uk', 'trade', 'ginkgo', 'herbal']"
