,news title,news source(url),content summary,keywords
57,Covid-19 cases reported on Australian aid vessel sailing to virus-free Tonga,https://www.straitstimes.com/asia/australianz/covid-19-cases-reported-on-australian-aid-vessel-sailing-to-virus-free-tonga,"SYDNEY (REUTERS) - About two dozen cases of Covid-19 have been recorded among the crew of an Australian warship expected to arrive in coronavirus-free Tonga on Wednesday (Jan 26) to deliver humanitarian aid, the Australian authorities said on Tuesday.
""The positive Covid-19 cases, and close contacts, are being isolated,"" a defence statement said, adding the ship had medical facilities including a 40-bed hospital with critical care ward, and Covid-19 testing capabilities.
All crew had been vaccinated and the 23 positive Covid-19 cases were showing no or mild symptoms, it said.
One Australian aid flight was forced to return to base when a Covid-19 case was detected mid-flight.
A New Zealand aid vessel landed last week and more aid is en route by air and sea from New Zealand, Japan and Britain.","cases, ship, defence, aid, sailing, zealand, crew, tonga, reported, covid19, vessel, positive, virusfree, australian"
58,Trickle of residents return to Fukushima's last deserted town,https://www.straitstimes.com/asia/east-asia/trickle-of-residents-return-to-fukushimas-last-deserted-town,"TOKYO (AFP) - Five former residents of the last remaining uninhabited town near Japan's stricken Fukushima nuclear plant returned on Thursday (Jan 20) to live there for the first time since the 2011 disaster.
This is the first time in 10 years and 11 months that running water comes out,"" he said.
Futaba, whose population of around 5,600 was forced to flee over radiation fears, had been the final deserted municipality in the Fukushima region.
The group had already been back to visit Futaba, but Thursday marks the first time they will stay overnight.
The government has undertaken an extensive decontamination programme in the region, literally scraping layers of topsoil, among other methods to remove radiation.","fukushima, residents, told, deserted, return, official, live, tsunami, fukushimas, trial, town, scheme, trickle, wider"
59,Tongans deafened by volcanic blast as they fled for safety,https://www.straitstimes.com/asia/australianz/tongans-deafened-by-volcanic-blast-as-they-fled-for-safety,"Standing on the side of the road in the capital, Ms Kupu is wearing a mask and white scarf to protect herself from the volcanic dust that shrouds Tonga and has contaminated drinking water supplies.
""What we are concerned about now is clean drinking water.
Most of our drinking water has been contaminated from the volcanic dust.""
When asked about food supplies for Tonga's estimated 105,000 people, Ms Kupu said: ""Maybe we can survive for the next few weeks but I'm not sure about water.""
Some outages last for hours, some last for days,"" said Ms Kupu.","capital, tongas, families, volcanic, tsunami, ms, water, drinking, blast, safety, tongans, deafened, kupu, tonga, fled"
60,Aid flight arrives in Tonga; phone lines partially restored,https://www.straitstimes.com/asia/australianz/aid-to-arrive-in-tonga-as-airport-opens-phone-lines-partially-restored,"Ash has blanketed the archipelago and spoiled much of its drinking water.
An Australian Globemaster C-17A military transporter also landed, carrying desalination equipment, shelter and kitchens, Australian Defence Minister Peter Dutton said.
He praised the “tireless efforts of Tongan authorities” to clear away ash deposited by the Hunga Tonga-Hunga Ha’apai volcano.
Rachael Moore, Australia’s high commissioner to Tonga, said the loss of property had been “catastrophic”, that parts of the shoreline resembled a “moonscape” and that drinking water was “an extremely high priority”.
Speaking to Reuters from the capital Nuku’alofa, journalist Marian Kupu said Tongans were cleaning up all the dust from the volcanic eruption but feared they may run out of drinking water.","devastated, volcanic, carrying, planes, aid, zealand, ships, tonga, operation, drinking, water, high, tsunamis, head, tongan, equipment, ramps"
61,"Indonesia says 6.7-magnitude quake struck off Java island, jolt felt in Jakarta",https://www.straitstimes.com/asia/se-asia/indonesia-says-67-magnitude-quake-strikes-off-java-island-jolt-felt-in-jakarta,"JAKARTA (REUTERS, AFP) - A powerful 6.7-magnitude earthquake struck off Indonesia’s Java island on Friday (Jan 14), the country’s meteorology agency said, prompting some residents in the capital Jakarta to flee from buildings in panic.
Indonesia’s meteorology agency (BMGK) said the earthquake hit 52km off Banten province at a depth of 10km, but did not have the potential to cause a tsunami.
In Jakarta, the tremors were felt strongly.
“I was very scared, suddenly there was a quake and it was so strong,” said 38-year-old Jakarta resident and nanny, Ms Ani.
“I was working from home and noticed my laptop was moving... then the door started to rattle and hanging objects started to make a noise,” Ms Latifa told AFP.","indonesia, latifa, started, earthquake, felt, meteorology, java, ms, quake, resident, jakarta, struck, jolt, 67magnitude, fled, island"
62,"IMF management, board 'have no role' in statements issued after a country surveillance mission",https://www.straitstimes.com/world/imf-management-board-have-no-role-in-statements-issued-after-a-country-surveillance-mission,"WASHINGTON (REUTERS) - The International Monetary Fund (IMF) management and board have no role in preparing the concluding statement issued after a staff surveillance mission to a country, an IMF spokesman said on Thursday (Feb 3).
But he said the Jan 28 statement issued by staff after an Article IV surveillance mission to Japan did include ""robust analysis on the issue of climate change"".
The IMF initially declined to comment, but offered a longer statement on the Article IV surveillance process on Thursday.
Mr Rice also noted that decisions on concluding statements were made by the staff country team.
Management and the board were involved only in the next phase of the Article IV surveillance process, which leads to publication of a more detailed staff report.","staff, management, statement, jan, board, mission, statements, japan, country, imf, role, draft, concluding, iv, coal, surveillance, issued"
63,IMF staff cut critical coal language from Japan statement: Document,https://www.straitstimes.com/world/imf-staff-cut-critical-coal-language-from-japan-statement-document,"The IMF issued the report on Jan 28 at the conclusion of a routine country surveillance mission to Tokyo to review Japan's economic policies.
The published concluding statement from IMF staff focused on Japan's need to scale back pandemic-relief measures as its economy recovers.
The review was the first of Japan's economy since the IMF board voted last year to increase climate coverage in its surveillance activities.
The change in the Japan statement follows controversy unleashed last year after changes made to an IMF report on Brazil's economy removed language related to climate change.
In that case, nearly 200 IMF staff signed a petition asking whether IMF chief Kristalina Georgieva or her office had asked or advised staff to remove the specific language before it was sent to the IMF board and after objections from Brazil's representative on the board.","staff, critical, statement, economy, report, language, projects, document, japan, climate, japans, imf, coal, cut, review"
64,"6.1-magnitude quake shakes Tokyo, more than 20 injuries reported",https://www.straitstimes.com/asia/east-asia/61-magnitude-earthquake-shakes-tokyo-says-met-agency,"TOKYO (AFP) - A 6.1-magnitude earthquake jolted the Japanese capital Tokyo and surrounding areas on Thursday evening (Oct 7), reportedly injuring more than 20 people, but the Japan Meteorological Agency said there was no tsunami risk.
The quake sent buildings swaying, stranded commuters, knocked products off store shelves and triggered emergency warnings blaring from the phones of local residents, intended to give them time to take shelter.
Some bullet and local train services were halted as a precaution after the quake.
Several hundred Tokyo homes were also reportedly left without power after the earthquake struck, and Tokyo Fire Department personnel scrambled to fix burst water pipes in the city.
The quake was relatively strong compared to recent quakes in Tokyo, which like much of Japan regularly experiences seismic activity.","quakes, residents, 61magnitude, earthquake, tsunami, local, reported, quake, shakes, tokyo, injuries, 20, train, reportedly, struck"
65,8.2-magnitude earthquake strikes off Alaska - largest in US in 50 years,https://www.straitstimes.com/world/united-states/82-magnitude-earthquake-strikes-off-alaska-largest-in-us-in-50-years,"It was the largest earthquake in the United States in 50 years, seismologists said.
The earthquake was detected about 120km south-east of Chignik, Alaska, about 10.15pm local time, the US Geological Survey (USGS) said.
The earthquake was felt throughout the Alaska Peninsula and on Kodiak Island, the Alaska Earthquake Center reported.
The alert issued by the National Tsunami Warning Centre was in effect for about two hours across south Alaska, the Alaska Peninsula and the Aleutian Islands.
One of the largest, about 112km south-southeast of Perryville, on the Alaska Peninsula, measured a 6.1.","alaska, waves, warning, peninsula, earthquake, ocean, 82magnitude, usgs, hawaii, tsunami, 50, strikes, largest, weather"
66,Australia says its warship did not bring Covid-19 to Tonga,https://www.straitstimes.com/asia/australianz/previously-covid-19-free-tonga-goes-into-lockdown,"TONGA (AFP) – Australian defence chiefs on Wednesday (Feb 2) said a warship delivering aid to Tonga was not the source of an outbreak that has plunged the previously coronavirus-free Pacific kingdom into lockdown.
Australia, New Zealand, the United States, China, France, Fiji and Britain have all sent ships carrying relief supplies including drinking water, medical kits and engineering equipment.
Australia’s HMAS Adelaide docked in Nuku’alofa to unload supplies last week, despite a coronavirus outbreak among its crew.
“We unloaded in a manner that was Covid-friendly, contactless, in line with arrangements made with Tongan officials at the wharf,” he told Sky News Australia.
Large queues formed at supermarkets in the capital as residents prepared to hunker down for an extended period.","bring, supplies, virus, tongan, australia, recorded, ships, covid19, tonga, theres, including, warship, outbreak"
67,Qatar looks to profit from Europe gas fears over Ukraine,https://www.straitstimes.com/world/middle-east/qatar-looks-to-profit-from-europe-gas-fears-over-ukraine,"DOHA (AFP) - Europe's fears of losing Russian gas supplies in the Ukraine crisis will loom large when Qatar's emir meets the US president on Monday (Jan 31) but the powerful Gulf ruler has no ""magic wand"", analysts say.
Gas supplies are one of the key areas that Europe fears could be cut if Russia decides to take military action in Ukraine.
Australia, Qatar and the United States are the world's biggest gas exporters.
""Talks are going on"" over diverting some liquefied natural gas from Asian markets to Europe if President Vladimir Putin cuts supplies to western Europe, a Qatari official told AFP ahead of the meeting.
But as Qatar has long-term contracts with huge customers in South Korea, Japan and China, there is little it could do to replace all Russian gas supplies to western Europe.","energy, western, europe, gas, looks, president, united, qatar, profit, ukraine, fears, supplies, wand"
68,High death count as Australia marks two years since first Covid-19 case,https://www.straitstimes.com/asia/australianz/high-death-count-as-australia-marks-two-years-since-first-covid-19-case,"Omicron has since seen the country's Covid-19 death and infection rates double in weeks.
The country recorded 75 deaths the previous day, short of its highest daily total of 80 the week before but among its worst of the pandemic.
Most of the deaths were in New South Wales and neighbouring Victoria, home to the cities of Sydney and Melbourne and two-thirds of the Australian population.
Daily case numbers were up on the previous day, but hospitalisations appear to have steadied as more Australians receive their booster, they said.
About two dozen Covid-19 cases were meanwhile recorded on an Australian warship headed for coronavirus-free Tonga, which was hit by a massive volcanic eruption and tsunami on Jan 15.","marks, case, deaths, state, sydney, previous, wales, australia, south, recorded, return, covid19, high, count, day, death"
69,Lockdowns hit Pacific islands as Covid-19 defences falter,https://www.straitstimes.com/asia/lockdowns-hit-pacific-islands-as-covid-19-defences-falter,"HONIARA, SOLOMON ISLANDS (AFP) - Lockdowns in Samoa and the Solomon Islands were extended on Tuesday (Jan 25) as Covid-19 outbreaks worsened in remote Pacific island nations that have previously held the pandemic at bay.
The Solomon Islands has reported a tenfold increase in infections since its first community case was detected in mid-January.
Samoa extended a national lockdown to Thursday evening after cases linked to a repatriation flight from Australia last week continued to climb.
One Pacific nation that remains Covid-19-free is Tonga, which is struggling to recover from this month's devastating volcanic eruption and tsunami.
Canberra has moved to bolster the Solomon Islands' rudimentary health system, sending two flights filled with medical supplies.","week, islands, lockdown, honiara, solomon, falter, virus, national, nation, defences, infections, covid19, extended, lockdowns, hit, pacific"
70,Indonesia warns of aftershocks after 6.1 magnitude quake near Moluccas islands,https://www.straitstimes.com/asia/se-asia/indonesia-warns-of-aftershocks-after-61-magnitude-quake-near-moluccas-islands,"JAKARTA (REUTERS) - Indonesia's geophysics agency warned on Wednesday (June 16) of possible aftershocks and tsunami potential after a 6.1 magnitude earthquake hit near the Moluccas islands, also known as the Maluku islands.
BMKG had initially said there was no tsunami potential but later said a tsunami wave could potentially be triggered by underwater landslides.
It said 13 aftershocks were recorded following the main quake and the agency was still monitoring the situation.
A local disaster mitigation agency official said there were no report of injured people or casualties so far, but some buildings and public facilities sustained damage.
""Earlier the water level was seen rising briefly, but we have not received further reports yet,"" Mr Henri Far Far, the local official said.","indonesia, 61, agency, earthquake, tsunami, official, sea, near, showed, moluccas, warns, potential, aftershocks, far, islands, quake, magnitude, level, local"
71,Tonga eruption equivalent to hundreds of Hiroshimas: Nasa,https://www.straitstimes.com/asia/tonga-eruption-equivalent-to-hundreds-of-hiroshimas-nasa,"NUKU'ALOFA, TONGA (AFP) - The Tonga volcanic eruption unleashed explosive forces that dwarfed the power of the Hiroshima atomic bomb, Nasa scientists have said, as survivors on Monday (Jan 24) described how the devastating Pacific blast ""messed up our brains"".
The Nasa Earth Observatory said the Hunga Tonga-Hunga Ha'apai volcano spewed debris as high as 40 kilometres into the atmosphere during the Jan 15 eruption that triggered huge tsunami waves.
""We think the amount of energy released by the eruption was equivalent to somewhere between five to 30 megatonnes of TNT,"" Nasa scientist Jim Garvin said in a press release.
The agency said the eruption ""obliterated"" the volcanic island about 65 kilometres north of the Tongan capital Nuku'alofa.
""The shockwave from the eruption just messed up our brains, we're just starting to return to normal now.""","messed, nasa, waves, scale, volcanic, jan, equivalent, tonga, water, kilometres, eruption, hiroshimas, hundreds"
72,Japan's Tepco hit by setback in cleanup of crippled Fukushima nuclear plant,https://www.straitstimes.com/asia/east-asia/japans-tepco-hit-by-setback-in-clean-up-of-crippled-fukushima-nuclear-plant,"TOKYO (REUTERS) - The operator of Japan's crippled Fukushima nuclear power plant has found that a coolant solution, used to create an ice wall halting the seepage of groundwater into reactor buildings, has leaked from two storage tanks.
The leakage has had no impact on the wall or environment, said Tokyo Electric Power Co Holdings (Tepco).
Only last year, Japan's government approved the release of more than one million tonnes of irradiated water from the site after treatment, starting around spring 2023.
Tepco last month said it would build a tunnel reaching into the sea for the operation.
On Sunday, Tepco spokesman Tsuyoshi Shiraishi said about four tonnes of a calcium chloride solution used to maintain the ice wall had leaked in what was the eighth such leakage.","power, fukushima, nuclear, site, shiraishi, setback, crippled, tonnes, solution, japans, tepco, cleanup, plant, used, tokyo, hit, wall"
73,Peru declares 'environmental emergency' on coastal area hit by oil spill,https://www.straitstimes.com/world/peru-declares-environmental-emergency-on-coastal-area-hit-by-oil-spill,"LIMA (AFP) - Peru on Saturday (Jan 22) declared an ""environmental emergency"" along a stretch of coast hit by an oil spill caused by freak waves from a volcanic eruption in the South Pacific.
In Peru the oil spill near Lima has fouled beaches, killed birds and harmed the fishing and tourism industries.
The environment ministry said 174 hectares - equivalent to 270 football fields - of sea, beaches and natural reserves were affected by the spill.
In declaring the emergency Saturday, the environment ministry said: ""the spill amounts to a sudden event of significant impact on the coastal marine ecosystem, which has major biological diversity.""
Its refinery is in the town of Ventanilla near Lima.","lima, coastal, spill, waves, emergency, peru, oil, declares, area, beaches, hit, refinery, environmental, near, ministry"
74,"Strong quake strikes off Philippines, no major damage reported",https://www.straitstimes.com/asia/se-asia/magnitude-69-earthquake-strikes-mindanao-philippines-emsc,"MANILA (AFP, REUTERS) - A powerful magnitude 7.1 earthquake struck off the Philippines on Thursday, the US Geological Survey (USGS) said, as initial warnings about the risk of tsunamis were lifted and with no immediate reports of casualties or major damage.
The Philippine national disaster agency had so far received no reports of casualties, injuries or major damage, administrator Ricardo Jalad said.
Airports, sea ports and key infrastructure were for the most part unaffected by the quake, while all personnel were accounted for, the transport ministry said.
The Philippines' seismology agency initially warned of the risk of damage, aftershocks and a tsunami, but it later said data showed there was no threat of a destructive tsunami.
The Philippines is on the geologically active Pacific Ring of Fire and experiences frequent earthquakes.","saidthe, reports, risk, usgs, national, tsunami, philippines, reported, quake, damage, strikes, major, strong"
75,"Quake in southern Japan damages roads, buildings",https://www.straitstimes.com/asia/east-asia/quake-in-southern-japan-damages-roads-buildings-nhk-reports,"TOKYO (BLOOMBERG) - An earthquake with a magnitude of 6.6 struck off the coast of Japan's southern island of Kyushu early Saturday (Jan 22), damaging roads and buildings, national broadcaster NHK reported.
Some roads in southern Oita and Miyazaki were closed early Saturday after being damaged by rockfalls, collapsed trees and ruptured water pipes, NHK said.
The areas experienced shaking of 5+ on Japan's intensity scale during the quake.
The quake struck at 1.08am off Japan's southern coast at a depth of 45km, but there were no signs that it would trigger a a tsunami, according to the Japan Meteorological Agency.
It also urged residents to be prepared for the possibility that an earthquake with a maximum seismic intensity of 5 or higher on Japan's scale will occur in the next few days.","roads, buildings, scale, kyushu, power, japan, according, japans, quake, struck, southern, areas, damages"
76,Fukushima tragedy's lessons for society,https://www.straitstimes.com/opinion/st-editorial/fukushima-tragedys-lessons-for-society-0,"The monster waves also engulfed the Fukushima Daiichi nuclear power plant, causing reactor meltdowns in what was one of the world's worst nuclear accidents.
Not unaccustomed to earthquakes, the Japanese people came together and dealt with the scale of these disasters as one society.
Social resilience, neighbourliness and determination prevailed over this natural aberration and Japan continued to be itself.
Unlike the tsunami, the pandemic has gone from being a local outbreak first detected in China to an international catastrophe.
Governments, markets and civil society need to work together.","pandemic, fukushima, nuclear, natural, resilience, japanese, social, need, tsunami, tragedys, lessons, world, society"
77,"Not just Covid-19: Earthquakes, typhoons pose threat at Tokyo Olympics",https://www.straitstimes.com/asia/east-asia/not-just-covid-19-earthquakes-typhoons-pose-threat-at-tokyo-olympics,"TOKYO (AFP) - The coronavirus might top the risks at the Tokyo Olympics, but organisers in Japan have other deadly, unpredictable threats to contend with: natural disasters.
""But the risks of a major earthquake mustn't be forgotten when you have an Olympics hosted by Japan,"" added Professor Emeritus Hirose at Tokyo Woman's Christian University.
Tokyo and surrounding areas sit precariously at the junction of shifting tectonic plates, and experts and officials regularly warn residents that the next ""Big One"" could strike at any time.
Before last year's postponement, large-scale exercises were organised to rehearse the response to a massive quake ripping through Tokyo Bay.
""And it's not just in Tokyo, the risks of an earthquake are everywhere in Japan.""","typhoons, regularly, studies, threat, earthquake, japan, olympics, covid19, pose, risks, warn, tokyo, organisers, professor, earthquakes"
78,5.9 magnitude quake strikes off Indonesia's Sumatra: USGS,https://www.straitstimes.com/asia/se-asia/59-magnitude-quake-strikes-off-indonesias-sumatra-usgs,"JAKARTA (AFP) - A 5.9 magnitude quake struck off the coast of Indonesia's Sumatra island on Monday (Nov 1), the United States Geological Survey said, but there was no tsunami warning or immediate reports of damage.
The offshore quake hit at a shallow depth of six kilometres, about 255 kilometres south of the town of Sinabang.
Shallow quakes tend to do more damage than deep tremors.
In January, more than 100 people were killed and thousands left homeless by a 6.2-magnitude quake that struck Sulawesi island, reducing buildings to a tangled mass of twisted metal and chunks of concrete in the seaside city of Mamuju.
A 7.5-magnitude quake and a subsequent tsunami in Palu three years ago left more than 4,300 people dead or missing.","quakes, warning, 59, left, usgs, island, tsunami, united, quake, kilometres, magnitude, struck, indonesias, strikes, pacific, sumatra"
79,"Phones reconnected in Tonga, Internet will have to wait a month",https://www.straitstimes.com/asia/australianz/phones-reconnected-in-tonga-internet-will-have-to-wait-a-month,"SYDNEY (REUTERS) - Telephone links between Tonga and the wider world began to be reconnected on Wednesday (Jan 19), though restoring full Internet connectivity is likely to take a month or more according to the owner of the archipelago's sole subsea communications cable.
Telecom operator Digicel said late on Wednesday it had managed to restore international calling capability, though Reuters was not immediately able to reach numbers in Tonga.
A specialist ship is aiming to embark from Port Moresby on a repair voyage over the weekend, said Mr Samiuela Fonua, chairman of cable owner Tonga Cable.
Tonga's government and the state-owned Tonga Communications could not be contacted.
Tonga Cable will be expected to pay the US maintenance company SubCom for the repairs.","phones, wait, internet, million, subsea, sole, reconnected, communications, month, tonga, cable, satellite, world, telephone, wider"
80,Japan's Lower House election: LDP candidates from diverse backgrounds,https://www.straitstimes.com/asia/east-asia/japans-lower-house-election-ldp-candidates-from-diverse-backgrounds,"TOKYO - Whether they win or lose in Japan's Lower House election on Sunday (Oct 31), several Liberal Democratic Party (LDP) candidates have already drawn attention for their non-cookie cutter backgrounds.
The Straits Times spotlights three of them.
Ms Chisato Morishita, 40A former swimsuit gravure idol and actress who made her television debut in the popular Kamen Rider series, she is running for a seat in the Miyagi fifth district.
The seat covers some of the regions hardest hit by the March 11, 2011, tsunami, including the city of Ishinomaki, where she now lives.
Ms Morishita, who is unmarried, is also on the proportional representation list of the Tohoku regional block.","times, diverse, win, television, ldp, candidates, themms, seat, tsunami, japans, unmarried, tokyo, backgrounds, lower, election, morishita, tohoku, house"
81,Scientists struggle to monitor Tonga volcano after massive eruption,https://www.straitstimes.com/asia/scientists-struggle-to-monitor-tonga-volcano-after-massive-eruption,"Photographs and videos showed grey ash clouds billowing over the South Pacific and metre-high waves surging onto the coast of Tonga.
The unusual ""astounding"" speed and force of the eruption indicated a greater force at play than simply magma meeting water, scientists said.
Some volcanologists are likening the eruption to the 1991 Pinatubo eruption in the Philippines, the second-largest volcanic eruption of the 20th century, which killed around 800 people.
The Tonga Geological Services agency, which was monitoring the volcano, was unreachable on Monday.
Most communications to Tonga have been cut after the main undersea communications cable lost power.","waves, communications, explosion, monitor, struggle, water, tonga, scientists, magma, eruption, massive, pacific, volcanologist, volcano"
82,Two women drown in Peru due to Tonga volcanic eruption,https://www.straitstimes.com/world/two-women-drown-in-peru-due-to-tonga-volcanic-eruption,"LIMA (AFP) - Two women drowned on a beach in northern Peru due to ""anomalous waves"" registered after the volcanic eruption in Tonga, more than 10,000 kilometres away, local emergency services said on Sunday (Jan 16).
The two women drowned on Saturday in Lambayeque.
The Center for national emergency operations said the unusually strong waves were ""due to the volcanic activity in north Nuku'alofa, Tonga.""
Saturday's eruption of the Hunga Tonga-Hunga Ha'apai volcano was so powerful that it was felt around the world and provoked tsunamis in the Pacific.
Southern Peru, roughly 10,600 kilometres away, recorded light flooding in some coastal areas where dozens of people needed to be rescued.","waves, volcanic, emergency, north, drowned, drown, peru, tonga, kilometres, eruption, women"
83,Tokyo trains crowded but little other damage day after strong quake,https://www.straitstimes.com/asia/east-asia/tokyo-trains-crowded-but-little-other-damage-day-after-strong-quake,"The quake struck at 10:41 pm local time, centred just east of Tokyo and registering as a ""Strong 5"" on Japan's intensity scale, which can cause power cuts and damage to buildings.
There were scattered reports of water main breaks and about 250 buildings in downtown Tokyo briefly lost power.
""It looks like commuting is really crowded thanks to the quake,"" wrote user ""Nobiyo"".
Earthquakes are common in Japan, which accounts for about 20 per cent of the world's earthquakes of magnitude 6 or greater.
The quake and tsunami also severely damaged the Fukushima Daiichi nuclear power plant, triggering the world's worst nuclear crisis since Chernobyl a quarter of a century earlier.","little, weekthe, lines, worlds, power, japan, tsunami, quake, damage, tokyo, day, struck, magnitude, trains, crowded, strong"
84,"At least 8 dead, 39 injured after magnitude 6.1 earthquake hits Indonesia’s Java island",https://www.straitstimes.com/asia/se-asia/magnitude-59-quake-hits-indonesia-no-tsunami,"JAKARTA - At least eight people were killed and 39 left injured after a magnitude 6.1 earthquake struck Indonesia's Java island on Saturday (April 10), the National Disaster Management Agency (BNPB) said.
Torrential rain, triggered by tropical cyclone Seroja, caused flash floods and subsequent landslides in East Nusa Tenggara and neighbouring West Nusa Tenggara last weekend.
Professor Dwikorita noted that a magnitude 4.1 earthquake had rocked East Nusa Tenggara one day before heavy rain hit the province.
The disaster also claimed two lives in West Nusa Tenggara.
A magnitude 6.2 earthquake struck Sulawesi island in January, leading to the loss of more than 100 lives.","39, 61, malang, dead, including, earthquake, rain, injured, java, nusa, quake, magnitude, hits, indonesias, east, tenggara, island"
85,No end in sight to Japan nuke clean-up,https://www.straitstimes.com/asia/east-asia/no-end-in-sight-to-japan-nuke-clean-up,"Tepco's Fukushima Daiichi nuclear power plant, which had six reactors, was plunged into crisis by the tsunami that followed a magnitude-9.0 earthquake off northern Japan on March 11, 2011.
Robot technician Kenji Matsuzaki, who led development of the ""sunfish"" at Toshiba, had assumed that it would find melted fuel at the bottom of the reactors.
But the clean-up has been delayed by the build-up of contaminated water in tanks that crowd the site.
Storage tanks now hold enough radioactive water to fill more than 500 Olympic-size swimming pools.
""It's no good just moving highly radioactive waste from inside the nuclear reactor to somewhere else in the plant,"" said Mr Hiroshi Miyano, head of the decommissioning committee of the Atomic Energy Society of Japan.","end, nuclear, sight, nuke, radioactive, fuel, power, japan, tsunami, water, robotic, cleanup, reactor, melted, reactors"
86,"As famine stalks Afghanistan, West urged to rescue stricken economy",https://www.straitstimes.com/asia/south-asia/as-famine-stalks-afghanistan-west-urged-to-rescue-stricken-economy,"Days later, on Aug 15, the Taliban seized power, triggering an economic meltdown that has tipped millions into poverty and made Afghanistan one of the world's worst humanitarian crises.
As the harsh winter sets in, Mr Qaher's family are among nearly nine million Afghans perilously close to famine.
Banks ran short of cash, millions lost work or went unpaid, and the local currency nosedived while prices rocketed.
""This money is Afghans' money, and these sanctions are hurting vulnerable people,"" Mr Qaher told the Thomson Reuters Foundation on a video call from Herat.
The 45-year-old farmer regularly treks into Herat to find rubbish to burn so the family can cook rice and potatoes.","afghans, economy, rescue, west, famine, money, sanctions, aid, family, mr, united, herat, children, urged, qaher, stricken, afghanistan, stalks"
87,Olympics: Tokyo Games chief invokes power of sport on anniversary of disaster,https://www.straitstimes.com/sport/olympics-tokyo-games-chief-invokes-power-of-sport-on-anniversary-of-disaster,"TOKYO (REUTERS) - Tokyo 2020 president Seiko Hashimoto highlighted the power of sport on Thursday (March 11) as she expressed condolences on the anniversary of a deadly earthquake and tsunami, saying it provided hope for survivors and in facing the coronavirus.
Hashimoto said the power of sport had become a focus of Tokyo's bid for the Games after the disaster and that the concept could be extended to facing the coronavirus pandemic.
""Even stronger determination"" was needed to help boost the recovery of the areas hit by the earthquake and tsunami, she said.
Most Japanese oppose holding the Olympics this summer due to worries visitors from abroad will spark a resurgence in coronavirus infections, surveys have shown.
Japan has therefore decided to stage the Games without overseas spectators, sources have told Reuters.","chief, earthquake, tokyos, disaster, japanese, power, tsunami, recovery, olympics, games, tokyo, sport, anniversary, invokes"
88,Japan's 'solidarity' quake tax may be model to foot Covid-19 pandemic bill,https://www.straitstimes.com/asia/east-asia/japans-solidarity-quake-tax-may-be-model-to-foot-covid-19-pandemic-bill,"Households are bearing the brunt of the bill, paying an extra 2.1 per cent in income tax for 25 years through 2037.
Branding it as a ""solidarity"" special tax helps convince voters the levy is for a collective good.
But Finance Minister Taro Aso flagged the chance of another special tax once the economy emerges from the pandemic's hit.
Japan spent 31.3 trillion yen on reconstruction from the earthquake and tsunami - roughly the size of Egypt's economy - with another 1.6 trillion yen earmarked for the coming five years.
Revenues from the special tax paid for about 40 per cent of the cost, around four-fifths of which was collected from households.","pandemic, yen, households, special, foot, extra, bill, tsunami, party, japans, covid19, quake, trillion, tax, model, cent, solidarity"
89,"Strong quake hits off Japan's Fukushima, injuring dozens and triggering blackouts",https://www.straitstimes.com/asia/east-asia/71-magnitude-earthquake-strikes-off-east-coast-of-japans-honshu-island,"IWAKI, JAPAN (REUTERS) - A strong earthquake hit off the coast of eastern Japan on Saturday (Feb 13), injuring dozens of people and triggering widespread power outages, but there appeared to be no major damage and no tsunami warning was issued.
The earthquake had a 7.3 magnitude and its epicentre was off the coast of Fukushima prefecture at a depth of 60km, the Japan Meteorological Agency said.
No tsunami warning had been issued, the meteorological agency said.
A Reuters cameraman on location in Fukushima said his 10th floor hotel room shook for some time.
One man at the hotel was taken to hospital after falling and hitting his head on a door, the cameraman said.","fukushima, shook, tsunami, japans, cameraman, warning, man, injuring, hits, meteorological, dozens, quake, triggering, strong, japan, injured, blackouts, hit, hotel"
90,"Omicron may be less severe, but not 'mild', say WHO officials",https://www.straitstimes.com/world/europe/omicron-may-be-less-severe-but-not-mild-says-who-chief,"GENEVA (REUTERS) - The more infectious Omicron variant of Covid-19 appears to produce less severe disease than the globally dominant Delta strain, but should not be categorised as “mild”, World Health Organisation (WHO) officials said on Thursday (Jan 6).
“While Omicron does appear to be less severe compared to Delta, especially in those vaccinated, it does not mean it should be categorised as mild,” director-general Tedros Adhanom Ghebreyesus said at the same briefing in Geneva.
“Booster after booster in a small number of countries will not end a pandemic while billions remain completely unprotected,” he said.
Among severe patients worldwide, 80 per cent were unvaccinated, he added.
There are two other categories of greater significance the WHO uses to track variants::“variant of concern”, which includes Delta and Omicron, and “variant of interest”.","studies, delta, cases, countries, variant, mild, say, reduced, officials, younger, omicron, severe, cent"
