,date,location,news title,news source(url),content summary,keywords,class_name
388,09/2020,JERUSALEM/GAZA (REUTERS) ,"Gaza rockets, Israeli air strikes accompany Israel-Gulf pacts",https://www.straitstimes.com/world/middle-east/gaza-rockets-israeli-air-strikes-accompany-israel-gulf-pacts,"JERUSALEM/GAZA (REUTERS) - Militants in Gaza launched rockets into Israel and Israeli aircraft hit targets in the Palestinian enclave in an explosive backdrop to the signing of pacts for formal ties between Israel and two Gulf Arab countries.
The Israeli military said it launched about 10 air strikes in Hamas Islamist-run Gaza early on Wednesday (Sept 16) and that 15 rockets had been fired from the territory at Israeli communities near the border, where sirens sounded before dawn.
The military said eight of the rockets launched on Wednesday were intercepted by its Iron Dome anti-missile system.
In a statement, the military said targets in Gaza included a weapons and explosives manufacturing factory and a compound used by Hamas for training and rocket experiments.
Without naming specific factions, the Islamic Jihad group in Gaza said that in response to the air strikes, the ""resistance"" fired rocket salvoes at Israel.","rocket, targets, military, air, rockets, israelgulf, fired, gaza, accompany, strikes, israeli, israel, pacts, launched",trade dispute
389,08/2020,"GAZA CITY, PALESTINIAN TERRITORIES (AFP) ",Fresh Israeli strikes on Gaza over balloon bombs and rockets,https://www.straitstimes.com/world/middle-east/fresh-israeli-strikes-on-gaza-over-balloon-bombs-and-rockets,"GAZA CITY, PALESTINIAN TERRITORIES (AFP) - The Israeli army said on Sunday (Aug 16) that it carried out fresh air strikes against Hamas positions in the Gaza Strip in response to rocket attacks and firebombs sent into Israeli territory attached to balloons.
The strikes come after clashes broke out on Saturday evening along the Gaza-Israeli border, the army said.
Over the past week, Israeli forces have carried out repeated night-time strikes on targets linked to the Islamist group Hamas, which controls the Gaza Strip.
Early on Sunday, the IDF also said that two rockets had been fired into Israel from Gaza and intercepted by its Iron Dome defence system.
""In response, our Air Force just struck Hamas terror targets in Gaza, including a military compound used to store rocket ammunition,"" it said.","targets, military, response, army, rockets, fresh, balloon, gaza, strikes, israeli, palestinian, israel, bombs, hamas",trade dispute
390,04/2021,TOKYO ,Japan to set bolder 2030 goals after striking deal with US to fight global warming,https://www.straitstimes.com/asia/east-asia/climate-laggard-japan-to-set-bolder-2030-goals-as-it-strikes-deal-with-us-to-fight,"The announcement came as Mr Suga and US President Joe Biden launched a bilateral climate partnership on Friday (April 16) during their summit at the White House.
Japan, the world's fifth-largest carbon emitter, still generates about three-quarters of its energy from coal and thermal power sources such as liquefied natural gas.
The government is also considering a blanket halt on the export of coal power plants to developing countries such as Vietnam and Indonesia.
As recently as in December, Japan inked a deal to provide US$636 million (S$849 million) for a new coal-fired power station in Vietnam.
However, the US-Japan Climate Partnership agreement on Friday noted the ""particular vulnerabilities of developing countries to the impacts of climate change, as well as their sustainable development imperatives"".","power, bolder, mr, suga, climate, developing, goals, 2030, japan, set, fight, global, energy, striking, deal, coal, countries, warming, emissions",trade dispute
391,09/2020,BRUSSELS (AFP) ,EU and China to hold trade talks despite rifts,https://www.straitstimes.com/world/europe/eu-and-china-to-hold-trade-talks-despite-rifts,"BRUSSELS (AFP) - EU leaders will talk to Chinese President Xi Jinping seeking trade and investment Monday (Sept 14), despite tensions over Hong Kong's freedoms and Beijing's treatment of its Uighur minority.
Chinese officials, EU chiefs Charles Michel and Ursula von der Leyen and German Chancellor Angela Merkel will hold a video-conference to replace a full summit with all 27 EU leaders cancelled because of coronavirus.
China says an investment deal - already seven years in the making - can be agreed this year, but EU officials warn obstacles remain and insist they will not swallow unfavourable terms simply to cut a deal.
Brussels wants to reinforce respect for intellectual property, to end obligations to transfer technology and to reduce subsidies for Chinese public enterprises.
The meeting comes as ties between China and the US deteriorate, with both sides locked in fierce recriminations over trade disputes, human rights and the origins of the coronavirus pandemic.","xi, political, talks, summit, hold, investment, despite, trade, china, leaders, rifts, eu, end, officials",trade dispute
392,09/2020,Outgoing Japanese Prime Minister Shinzo Abe paved the way for the acquisition of first,Abe paves way for Japan to have first-strike capability,https://www.straitstimes.com/asia/east-asia/abe-paves-way-for-japan-to-have-first-strike-capability,"Outgoing Japanese Prime Minister Shinzo Abe paved the way for the acquisition of first-strike capability on enemy missile bases yesterday, but said it will be up to the new government to follow through.
Mr Abe said in a statement after attending a National Security Council (NSC) meeting.
But Mr Abe stressed that Japan will act within the framework of its war-renouncing Constitution and comply with international law, saying: ""There is no change to our defence-oriented posture.""
Analysts said the timing was a deliberate attempt by Mr Abe to imprint his legacy on defence issues after his controversial bid to revise the Constitution fell apart.
Mr Abe, in a telephone summit with his Indian counterpart Narendra Modi, said their nations share the commitment of realising a free and open Indo-Pacific.","targets, firststrike, north, way, paves, defence, plan, japan, successor, mr, china, security, capability, abe",trade dispute
393,09/2020,BRUSSELS (AFP) ,EU and China to talk trade as tensions mount,https://www.straitstimes.com/world/europe/eu-and-china-to-talk-trade-as-tensions-mount,"BRUSSELS (AFP) - European Union leaders are scheduled to hold video talks with Chinese President Xi Jinping next Monday (Sept 14), hoping to make progress on trade and investment even as tensions mount between Beijing and the West over Hong Kong and the treatment of minority Uighurs.
China has said an investment deal already seven years in the making can be agreed by the end of the year, but EU officials warn significant obstacles remain and insist they will not agree to unfavourable terms simply to cut a deal.
Brussels wants to reinforce respect for intellectual property, end obligations to transfer technology and see a reduction in subsidies for Chinese public enterprises.
The meeting comes as ties between China and the United States deteriorate, with both sides locked in fierce recriminations over trade disputes, human rights and the origins of the coronavirus pandemic.
Both sides have sought to enlist the EU in their spat, and during a visit to Brussels by US Secretary of State Mike Pompeo in June, EU diplomatic chief Josep Borrell mooted talks to forge a common transatlantic front against China.","xi, talks, video, tensions, european, mount, talk, beijing, trade, china, warn, chinese, eu, end, officials",trade dispute
394,08/2020,NEW DELHI (BLOOMBERG) ,"India's army of 600,000 coronavirus hunting women goes on strike",https://www.straitstimes.com/asia/south-asia/indias-army-of-600000-coronavirus-hunting-women-goes-on-strike,"NEW DELHI (BLOOMBERG) - They helped eradicate polio in India and reduced the number of women dying during childbirth.
But the country's catastrophic coronavirus outbreak, now the third-largest in the world, has pushed its all-female army of contact-tracing health workers to breaking point.
Ms Sabde is yet to be paid the extra 2,000 rupees per month promised for virus-related work by the state government.
Despite a nationwide lockdown at the end of March that caused economic devastation, India's outbreak has accelerated nationwide, overwhelming its ramshackle healthcare system.
Ms Saira Anwar Sheikh, an Asha in the state of Maharashtra, was given masks and gloves but no protective wear.","outbreak, rural, ashas, army, coronavirus, sabde, hunting, women, health, strike, rupees, 600000, state, work, sheikh, indias, goes",trade dispute
395,09/2020,SEOUL (REUTERS) ,South Korean doctors split over strike deal as coronavirus infections surge,https://www.straitstimes.com/asia/east-asia/south-korean-doctors-expected-to-end-strike-amid-covid-19-cases-surge,"Some of the trainees vowed to continue the walkout by about 16,000 interns and resident doctors to oppose the government measures, such as increasing the number of doctors and building public medical schools, among others.
Lim Hyun-taek, a senior official of the Korean Medical Association (KMA), said he had filed a non-confidence motion against its president, Choi Dae-zip, who signed the pact, for not holding sufficient consultations with members.
Telephone calls to the association to seek comment went unanswered, but earlier Choi said his decision was not unilateral.
Choi had urged the trainees to return to work after he signed the deal with Health Minister Park Neung-hoo to end the strike.
""Our shared goals of improving work conditions and building a reasonable medical system cannot be achieved by a strike alone,"" Choi said in a statement.","deal, infections, week, association, surge, trainees, medical, building, split, coronavirus, choi, strike, doctors, work, south, korean",trade dispute
396,11/2020,WASHINGTON (BLOOMBERG) ,Israeli army preparing in case US strikes Iran during last of Trump's term: Axios news site,https://www.straitstimes.com/world/united-states/israeli-army-preparing-in-case-us-strikes-iran-during-last-of-trumps-term-axios,"WASHINGTON (BLOOMBERG) - Israel's government instructed the military to prepare for a possible US strike against Iran during the remainder of President Donald Trump's term, American news website Axios reported, citing unidentified Israeli officials.
While Israeli officials said they expect their government would get prior notice of any such assault, they are concerned that might not give them enough time to fully prepare, Axios said.
The Israeli government and military declined to comment when approached by Bloomberg.
The New York Times reported earlier this month that Mr Trump asked his top aides whether he could take action against Iran's main nuclear site.
The Wall Street Journal reported that Iran was on the agenda but no agreements were reached.","prior, case, military, preparing, axios, term, army, iran, strikes, israeli, site, strike, pompeo, prepare, trumps, report, reported, officials",trade dispute
397,01/2021,GENEVA (AFP) ,"WHO, Pfizer strike Covax deal for 40 million Covid-19 vaccine doses",https://www.straitstimes.com/world/europe/who-pfizer-strike-covax-deal-for-40-million-covid-19-vaccine-doses,"GENEVA (AFP) - The WHO and pharmaceuticals giant Pfizer on Friday (Jan 22) announced a deal for up to 40 million initial doses of the Pfizer-BioNTech Covid-19 vaccine for poorer countries, through Covax global pool.
World Health Organisation director-general Tedros Adhanom Ghebreyesus said Covax - the globally-pooled coronavirus vaccine procurement and equitable distribution effort - could begin delivering doses in February.
""I'm glad to announce that Covax has signed an agreement with Pfizer-BioNTech for up to 40 million doses of its Covid-19 vaccine,"" he told a press conference in Geneva.
Covax aims to secure enough Covid-19 vaccines this year for the most vulnerable 20 per cent in every country, rich or poor.
Aimed at pooling the risk and rewards, Covax has struck agreements with manufacturers for two billion vaccine doses, and has secured options on a further billion.","pfizerbiontech, million, pfizer, deal, countries, pandemic, 40, strike, covax, covid19, doses, end, vaccine",trade dispute
398,01/2021,BEIJING (REUTERS) ,"Appealing to 'kind angels', China strikes optimistic tone with Biden administration",https://www.straitstimes.com/asia/east-asia/appealing-to-kind-angels-china-strikes-optimistic-tone-with-biden-administration,"Bilateral relations worsened dramatically during Mr Trump's tenure.
Mr Biden, who took office on Wednesday, is expected to maintain pressure on Beijing but with a more traditional and multilateral approach.
Also on Wednesday, the new Biden administration criticised China's move to impose sanctions on former Trump administration officials, including Mr Pompeo - minutes after Mr Biden was sworn in - as ""unproductive and cynical"".
Others were less optimistic, fearing Mr Trump's tough stance on China would persist into the new administration.
So even though Biden beat Trump, it will still have the same effect,"" 32-year-old Liu Rui told Reuters on the streets of Beijing on Thursday.","inauguration, optimistic, biden, administration, tone, trump, mr, need, strikes, beijing, china, angels, trumps, hua, kind, appealing",trade dispute
399,01/2021,LONDON (AFP) ,Football: Michail Antonio strike boosts West Ham's unexpected Euro push,https://www.straitstimes.com/sport/football/football-michail-antonio-strike-boosts-west-hams-unexpected-euro-push,"LONDON (AFP) - Michail Antonio extended West Ham's hot streak as their 2-1 victory pushed Premier League strugglers West Bromwich Albion deeper into relegation trouble on Tuesday (Jan 19).
Matheus Pereira equalised for West Brom after the break, but Antonio's clinical finish sealed West Ham's fourth successive victory in all competitions.
Craig Dawson's fine form in West Ham's defence has played a key role in their recent surge up the table.
Manuel Lanzini went closer with a free-kick that curled just over and dominant West Ham took the lead in first-half stoppage time.
West Ham's response nearly brought a goal when Lanzini's close-range shot was headed off the line by Dara O'Shea.","football, wide, michail, west, hams, victory, boosts, shot, brom, strike, euro, antonio, albion, push, ham, unexpected, goal, headed",trade dispute
400,01/2021,BEIJING (NYTIMES) ,A child of China's gilded elite strikes a nerve over wealth and privilege,https://www.straitstimes.com/asia/east-asia/a-child-of-chinas-gilded-elite-strikes-a-nerve-over-wealth-and-privilege,"To the masses on the Chinese Internet, Ms Yao seemed oblivious to the fact that her sibling, Meng Wanzhou, is the chief financial officer of their father's company.
Not even Mr Jack Ma, China's most famous and, until recently, richest entrepreneur, has been spared the government's scorn.
Ms Yao, who graduated from Harvard seven months ago, studied computer science and danced with the Harvard Ballet Company.
Neither Ms Yao nor TH Entertainment responded to requests for comment.
Ms Yao seemed to anticipate a backlash because of her background.","child, wealth, documentary, privilege, nerve, elite, gilded, ms, company, mr, strikes, entertainment, china, chinas, chinese, yao",trade dispute
401,08/2020,SEOUL (REUTERS) ,"South Korea doctors’ strike escalates, Seoul imposes unprecedented coronavirus rules",https://www.straitstimes.com/asia/east-asia/south-korea-stops-short-of-toughest-coronavirus-measures-despite-case-rise,"The escalation in the dispute between doctors and the government comes as South Korean officials grapple with a fresh wave of Covid-19 infections.
The student doctors, however, argued that extra funding would be better spent improving the salaries of existing trainees, and addressing systemic issues.
Thousands of teaching hospital doctors, trainee doctors and private practice physicians began a three-day strike on Wednesday to express solidarity with the intern and resident doctors.
The intern and resident doctors form the backbone of healthcare services in key places such as emergency rooms and intensive care units, and major hospitals have reported delays and disruptions since the walkout.
SEOUL RESTRICTIONSOfficials further constricted movement in the Seoul metropolitan area, the centre of the fresh outbreak, on Friday.","outbreak, resident, intern, korean, seoul, coronavirus, country, escalates, health, strike, unprecedented, imposes, doctors, korea, order, south, rules",trade dispute
402,08/2020,SEOUL (REUTERS) ,South Korea orders striking doctors back to work amid surge in coronavirus cases,https://www.straitstimes.com/asia/east-asia/south-korea-orders-striking-doctors-back-to-work-amid-surge-in-coronavirus-cases,"SEOUL (REUTERS) - South Korea ordered doctors in the Seoul area to return to work on Wednesday (Aug 26) as they began a three-day strike in protest of several government proposals, including one to boost the number of doctors to deal with health crises like the coronavirus.
Trainee doctors have been staging ongoing walkouts, and thousands of additional doctors were due to stage a three-day strike starting on Wednesday.
The walkouts on Wednesday forced South Korea's five major general hospitals to limit their hours and delay scheduled surgeries, Yonhap news agency reported.
""We urge all trainee and fellow doctors to immediately return to work.""
""We ask you citizens to listen to our voice so that we can meet our patients as soon as possible.""","week, threeday, surge, patients, cases, return, amid, coronavirus, statement, striking, strike, doctors, korea, work, walkouts, south, seoul, orders",trade dispute
403,11/2020,JERUSALEM/AMMAN (REUTERS) ,"Israel says air strikes in Syria hit Syrian, Iranian military targets",https://www.straitstimes.com/world/middle-east/israel-says-air-strikes-in-syria-hit-syrian-iranian-military-targets,"JERUSALEM/AMMAN (REUTERS) - Israel said it launched air strikes against a number of Syrian army and Iranian Quds Force targets in Syria on Wednesday after explosive devices were planted in the Israeli-held Golan Heights.
The Syrian state news agency reported that three military personnel were killed and one was wounded in ""Israeli aggression"".
Syrian advanced surface-to-air missile batteries were also hit ""after they fired at our aircraft and at our ordnance"", Lt-Col Conricus said.
Israel has repeatedly struck Iranian targets in Syria and those of allied militias, including Lebanon's Hezbollah, saying it would not tolerate Iranian entrenchment in its northern neighbour.
Commenting on Wednesday's attack, Lt-Col Conricus said: ""It's not one of the largest, but it is diverse.""","targets, military, conricus, iranian, air, syrian, strikes, israel, israeli, syria, golan, hit, ltcol",trade dispute
404,05/2020,SYDNEY (AFP) ,Australia threatens WTO action as dispute with China deepens,https://www.straitstimes.com/asia/australianz/australia-says-it-is-not-in-trade-war-with-china-after-beijing-announces-barley,"""This is something that we will strongly reject, the premise that the Australian barley farmer is subsidised in any way, shape or form.""
Australia's trade and agriculture ministers admit they are now being frozen out by Chinese counterparts, who are refusing to take their calls.
However, trade minister Simon Birmingham said Australia would not retaliate against China, the country's biggest trading partner.
A joint statement from five Australian grain growers' organisations said the dispute was likely to halt exports to China, costing the industry at least A$500 million (S$463.96 million) a year.
China imported 2.5 million tonnes of Australian barley last financial year, more than 50 per cent of Australia's barley exports, with the next-biggest importer - Japan - buying less than 800,000 tonnes.","million, chinese, australias, deepens, barley, threatens, trade, independent, china, australia, chinas, investigation, wto, action, dispute, australian",trade dispute
405,09/2020,"JAKARTA • Trade unions in Indonesia threatened yesterday to stage a national strike next month after a parliamentary panel agreed to move ahead with proposed labour reforms in President Joko Widodo's controversial job creation Bill.

Global investors are watching closely to see that the Bill is not watered down in parliamentary debates, as South",Indonesia unions threaten strike over labour reforms,https://www.straitstimes.com/asia/se-asia/indonesia-unions-threaten-strike-over-labour-reforms,"JAKARTA • Trade unions in Indonesia threatened yesterday to stage a national strike next month after a parliamentary panel agreed to move ahead with proposed labour reforms in President Joko Widodo's controversial job creation Bill.
Lawmakers held weekend meetings to wrap up debate so the Bill could be passed before a Parliament recess on Oct 9.
Trade unions are preparing for rallies this week and a national strike by five million workers from Oct 6 to 8, to press their demand for the proposed labour changes to be dropped, a union leader said.
""During the national strike, we will stop all production processes,"" Mr Said Iqbal, president of the Confederation of Indonesia Trade Unions, said in a statement.
Unions and green groups have held several demonstrations to protest against the Bill, although last week's rallies were quite small.","wages, unions, threaten, workers, wage, proposals, labour, reforms, indonesia, national, strike, bill, cut, times",trade dispute
406,11/2020,SINGAPORE ,Relief period extended further for some commercial and industrial property contracts under Covid-19 law,https://www.straitstimes.com/business/relief-period-extended-further-for-some-commercial-and-industrial-contracts-under-covid-19,"The Ministry of Law (MinLaw) said on Monday (Nov 16) the relief period for certain contracts under the Covid-19 Temporary Measures Act will be extended to ensure businesses continue to obtain temporary relief from legal and enforcement actions until the recently- announced Re-Align Framework is implemented.
For hire-purchase, conditional sales and rental agreements for commercial equipment or commercial vehicles, the existing Nov 19 deadline will be extended to Jan 31 next year.
The ministry said eligible hirers or renters of commercial equipment or commercial vehicles may take up a repayment scheme to pay outstanding arrears in instalments under the Re-Align Framework.
Meanwhile, option to purchase (OTP) and sales and purchase agreements with developers will have the relief period extended from the current Dec 31 deadline to March 31 next year.
In addition, it will let developers and buyers to seek temporary protection from being sued during the relief period if they are unable to perform any contractual obligations owing to Covid-19, the ministry added.","relief, repayment, realign, industrial, contracts, nov, covid19, temporary, developers, ministry, extended, commercial, law, property, period",trade dispute
407,04/2021,MANCHESTER (REUTERS) ,Football: Greenwood strikes as Manchester United fight back to beat Brighton,https://www.straitstimes.com/sport/football/football-greenwood-strikes-as-manchester-united-fight-back-to-beat-brighton,"MANCHESTER (REUTERS) - Manchester United edged closer to a top-four finish in the Premier League after Mason Greenwood headed an opportunist late winner to secure a 2-1 home win over struggling Brighton & Hove Albion on Sunday (April 4).
The result left second-placed United on 60 points from 30 games, 14 behind leaders Manchester City who have played a game more and four ahead of third-placed Leicester City.
Brighton stayed 16th on 32 points, six points above the relegation zone.
Visiting manager Graham Potter conceded Brighton were still far from assured of staying in the top flight.
Man United responded in the second half without creating too many chances.","finish, football, brighton, way, greenwood, united, beat, strikes, points, team, header, manchester, second, fight",trade dispute
408,06/2020,WASHINGTON (BLOOMBERG) ,Trump-Xi stand-off over Hong Kong puts trade deal in spotlight,https://www.straitstimes.com/world/united-states/trump-xi-standoff-over-hong-kong-puts-trade-deal-in-spotlight,"WASHINGTON (BLOOMBERG) - As China awaits United States sanctions for cracking down on Hong Kong, recent murmurs in agriculture markets have increased worries that a trade deal between the world's two biggest economies could unravel.
Chinese imports of US farm goods are a cornerstone of the phase one trade deal inked in January after a lengthy tit-for-tat trade war.
Over nearly two years of talks, Beijing was careful to separate trade from political disputes with the US over issues including the pro-democracy protests in Hong Kong and restrictions on Huawei Technologies Co.
News reports of the order were likely a ""trial balloon"", as any halt would be a significant change in approach, said Mr Jude Blanchette, Freeman Chair in China Studies at the Centre for Strategic and International Studies in Washington.
On top of that, bilateral relations have also deteriorated dramatically since the January signing.","deal, political, farm, trumpxi, goods, hong, billion, spotlight, trade, beijing, standoff, china, studies, kong, puts",trade dispute
409,09/2020,JAKARTA (REUTERS) ,Indonesia unions threaten strike over government's labour reforms,https://www.straitstimes.com/asia/se-asia/indonesia-unions-threaten-strike-over-governments-labour-reforms,"JAKARTA (REUTERS) - Indonesian trade unions threatened on Monday (Sept 28) to stage a national strike next month after a committee in Parliament agreed to move ahead with proposed labour reforms in President Joko Widodo's controversial ""Job Creation"" Bill.
Trade unions were preparing to hold rallies this week and planned a national strike involving five million workers on Oct 6-8, ahead of the vote, demanding proposed labour reforms be dropped, a union leader said.
""During the national strike, we will stop all production processes,"" Mr Said Iqbal, president of the Confederation of Indonesia Trade Unions, said in a statement.
Unions and green groups have held several rallies to protest the Bill, though rallies last week were relatively small.
However, they endorsed proposals to cut mandatory paid leave, which includes menstrual leave, and allow longer work hours.","workers, unions, threaten, week, rallies, labour, reforms, indonesia, governments, strike, national, bill, cut, committee, times",trade dispute
410,11/2020,WASHINGTON (AFP) ,More than 130 US Secret Service agents struck by Covid-19: Media,https://www.straitstimes.com/world/united-states/more-than-130-us-secret-service-agents-struck-by-covid-19-media,"WASHINGTON (AFP) - The United States Secret Service, which guards President Donald Trump, President-elect Joe Biden and the White House, has been struck by an outbreak of Covid-19, US media reported on Friday (Nov 13).
The Washington Post said that more than 130 Secret Service agents were infected by coronavirus or in quarantine due to contact with infected people.
Afterwards a number of officials reported positive Covid-19 tests, including Mr Trump's chief of staff Mark Meadows.
Several Secret Service agents were forced to self-quarantine after a Trump rally in Tulsa, Oklahoma in June.
The same happened again after a July speech to sheriffs in Tampa, Florida led to positive Covid-19 tests.","130, agents, secret, trump, positive, media, mr, service, weeks, white, covid19, struck, outbreak",trade dispute
411,07/2021,WASHINGTON (REUTERS) ,"US, Germany strike Nord Stream 2 pipeline deal to push back on Russian ‘aggression’",https://www.straitstimes.com/world/europe/germany-commits-to-action-if-russia-uses-energy-as-a-weapon-in-pact-with-us,"The pact aims to mitigate what critics see as the strategic dangers of the US$11 billion (S$15 billion) pipeline, now 98 per cent complete, being built under the Baltic Sea to carry gas from Russia's Arctic region to Germany.
Instead, it has negotiated a pact with Germany that aims to impose costs on Russia to prevent it from using the pipeline to harm Ukraine or other countries in the region.
The agreement also faces political opposition in the United States and Germany.
Under the agreement, Germany will ""utilise all available leverage"" to extend by 10 years the Russia-Ukraine gas transit agreement, a source of major revenues to Ukraine that expires in 2024.
Kuleba also issued a statement with Poland's foreign minister, Zbigniew Rau, pledging to work together to oppose Nord Stream 2.","russia, stream, deal, russian, gas, aggression, pipeline, germany, united, ukraine, statement, billion, strike, push, agreement, energy, nord",trade dispute
412,01/2021,SINGAPORE ,"Singapore's post-Covid-19 economy should strike a balance between performance and resilience, say panelists at IPS forum",https://www.straitstimes.com/singapore/politics/singapores-post-covid-19-economy-should-strike-a-balance-between-performance-and,"SINGAPORE - In a post-Covid-19 world, Singapore should strike a balance between performance and resilience, even as it becomes less dependent on foreign workers against the backdrop of rapid advances in technology and digitalisation.
""Let's now drive, not for maximum efficiency, but for the right mix between performance and resilience.
Prof Lim noted that Singapore's dependence on foreign skills and labour would be reduced by automation, artificial intelligence (AI) and digitalisation, including in sectors like construction and retail.
said Prof Lim.
""You cannot be a hub if the ""spoke"" countries refuse to have anything to do with each other.""","companies, hub, say, instead, strike, policy, workers, singapore, prof, ips, economy, postcovid19, forum, performance, resilience, singapores, foreign, countries, panelists, lim",trade dispute
413,01/2021,In a post,Strike balance between performance and resilience: Economists,https://www.straitstimes.com/singapore/politics/strike-balance-between-performance-and-resilience-economists,"In a post-Covid-19 world, Singapore should strike a balance between performance and resilience, even as it becomes less dependent on foreign workers against the backdrop of rapid advances in technology and digitalisation.
Several leading economists offered this view yesterday at the Singapore Perspectives conference.
""Let's now drive, not for maximum efficiency, but for the right mix between performance and resilience.
Prof Lim noted that Singapore's dependence on foreign skills and labour would be reduced by automation, artificial intelligence (AI) and digitalisation, including in sectors like construction and retail.
She noted that founding prime minister Lee Kuan Yew himself had bemoaned, back in 2002, the lack of domestic private entrepreneurship in Singapore.","resilience, singapore, workers, foreign, yew, skills, balance, sectors, economists, instead, strike, world, work, performance",trade dispute
414,05/2020,BRUSSELS (AFP) ,EU seeks trade truce with US amid coronavirus crisis,https://www.straitstimes.com/world/europe/eu-seeks-trade-truce-with-us-amid-coronavirus-crisis,"BRUSSELS (AFP) - The EU's top trade official hopes the economic fallout of the coronavirus pandemic will spur efforts to heal US trade ties, bogged down in a tit-for-tat tariff feud.
EU Trade Commissioner Phil Hogan laid out his strategy in a letter on April 30 to US Trade Representative Robert Lighthizer, Trump's point man in carrying out protectionist trade wars with Europe and China.
A European source said Hogan and Lighthizer had held an initial phone conversation on Monday that had gone positively.
The European Commission, the EU's executive arm, handles all trade negotiations for the EU 27 and represents the member states at the WTO.
The skirmishes with Europe began when Trump imposed tariffs on steel and aluminium imports from the EU.","seeks, strategy, member, tariffs, european, trump, amid, coronavirus, trade, states, crisis, truce, hogan, eu, lighthizer, letter",trade dispute
415,08/2020,"GAZA CITY • Israel's army yesterday launched new air strikes against Hamas positions in Gaza and closed the fishing zone around the Palestinian enclave in response to rockets and firebombs sent into Israeli territory.

The measures came amid heightened tensions, including clashes on Saturday evening along the Gaza",New Israeli air strikes launched at Gaza after rocket fire,https://www.straitstimes.com/world/middle-east/new-israeli-air-strikes-launched-at-gaza-after-rocket-fire,"GAZA CITY • Israel's army yesterday launched new air strikes against Hamas positions in Gaza and closed the fishing zone around the Palestinian enclave in response to rockets and firebombs sent into Israeli territory.
Over the past week, Israeli forces have carried out repeated night-time strikes on targets linked to the Islamist group Hamas, which controls the Gaza Strip.
In response, ""IDF fighter jets and aircraft struck a number of Hamas military targets in the Gaza Strip"", the army said.
""In response, our Air Force just struck Hamas terror targets in Gaza, including a military compound used to store rocket ammunition.""
Following last Saturday's clashes and rocket fire, Israel's military decided ""to entirely shut down the fishing zone of the Gaza Strip... starting this morning"", it said yesterday.","rocket, strip, targets, zone, response, air, idf, gaza, strikes, israeli, israel, palestinian, hamas, launched",trade dispute
416,11/2020,AMSTERDAM (REUTERS) ,Football: Donny van de Beek strike earns Netherlands friendly draw with Spain,https://www.straitstimes.com/sport/football/football-donny-van-de-beek-strike-earns-netherlands-friendly-draw-with-spain,"AMSTERDAM (REUTERS) - The Netherlands drew 1-1 at home to Spain in a friendly on Wednesday (Nov 11) after Donny van de Beek cancelled out an earlier strike from Sergio Canales.
Netherlands' Manchester City defender Nathan Ake was forced off early in the game with a muscle injury while Spain's Jose Gaya also came off in the first half, after a clash of heads with Hans Hateboer.
Canales struck his first goal for Spain to open the scoring in the 19th minute, latching on to a pass from Alvaro Morata and firing low into the net.
Manchester United midfielder Van de Beek levelled early in the second half, beating Spain's debutant keeper Unai Simon at the near post.
Luis Enrique's side had dominated the first half but the Netherlands bossed the second and missed two clear chances to win the match.","early, draw, football, 11, van, half, netherlands, second, strike, spain, beek, low, spains, donny, friendly, earns",trade dispute
417,06/2020,WASHINGTON (REUTERS) ,Trump administration vows to push for 'broad reset' at WTO,https://www.straitstimes.com/world/united-states/trump-administration-vows-to-push-for-broad-reset-at-wto,"WASHINGTON (REUTERS) - The Trump administration will push for a broad reset of ""outdated tariff determinations"" at the World Trade Organisation to right what it sees as years of unfair treatment of the United States, a top trade official will tell lawmakers on Wednesday (June 17).
US Trade Representative Robert Lighthizer said changes in the tariffs set by the Geneva-based WTO were urgently needed to better reflect current economic realities.
He said Washington would seek broader support for its proposals concerning notification enforcement and ""special and differential treatment"" for developing countries.
Doing so had undermined the WTO's negotiating process, since countries now believed they could obtain better outcomes through litigation, he said.
Mr Lighthizer said the Trump administration also would continue to pursue formal challenges to practices of foreign countries that it believes violate WTO rules, such as the US probe of digital services taxes announced on June 2.","broad, administration, worlds, trump, wtos, countries, united, trade, vows, push, wto, washington, lighthizer, reset",trade dispute
418,08/2020,"WASHINGTON • The US stepped up pressure on Germany and France with extra tariffs on some of their goods, a move designed to squeeze the European Union into settling a long",US cranks up tariff heat on France and Germany,https://www.straitstimes.com/world/united-states/us-cranks-up-tariff-heat-on-france-and-germany,"In a statement in Washington on Wednesday, the US Trade Representative's (USTR) office said it was removing from the tariff list certain products from Greece and the UK, while adding an equivalent amount of trade from France and Germany.
""I welcome the decision not to impose tariffs on gin and blended whisky, and to remove tariffs on shortbread.
I am in further talks with USTR to remove them asap,"" UK International Trade Secretary Liz Truss said in a Twitter post yesterday.
US retailers, restaurants and importers that are struggling to stay afloat after nearly six months of restrictions and lockdowns had pleaded with the USTR for tariff relief.
The EU, meanwhile, is waiting for a WTO decision to come as early as September that may allow for retaliation against the US.","uk, tariffs, european, heat, germany, tariff, ustr, products, trade, wto, cranks, france, decision, dispute",trade dispute
