,date,location,news title,news source(url),content summary,keywords,class_name
159,01/2018,"PARIS • The French Alps were on maximum avalanche alert yesterday after Storm Eleanor swept through Europe, killing at least three people, grounding planes and fanning wildfires in Corsica.

With the mountains packed with skiers for the school holidays, major resort Val d'Isere closed its runs until at least midday, while Chamonix to the south said it was shutting many of its lifts as a precautionary measure.

At the other extreme, firefighters on the French Mediterranean island of Corsica were battling two blazes fanned by Eleanor's strong gusts of wind yesterday morning, with three people injured in fires overnight.

Eleanor, the fourth winter storm to hit Europe since last month, swept into the continent on Wednesday after battering Britain and Ireland. It has left three people dead ",Storm Eleanor batters Europe,https://www.straitstimes.com/world/europe/storm-eleanor-batters-europe,"PARIS • The French Alps were on maximum avalanche alert yesterday after Storm Eleanor swept through Europe, killing at least three people, grounding planes and fanning wildfires in Corsica.
Eleanor, the fourth winter storm to hit Europe since last month, swept into the continent on Wednesday after battering Britain and Ireland.
In France, 29 people have been injured - four of them seriously - including a woman hit by a falling block of concrete.
At Lenk in central Switzerland, eight people were hurt when a violent gust of wind overturned a railway carriage.
The whole of Spain's northern coast remained on ""orange"" alert - the second highest on a four-point scale - because of the risk from strong winds and large waves.","winds, eleanor, strong, alert, batters, french, europe, hit, swept, wind, france, yesterday, storm",natural calamities
160,01/2018,GENEVA (REUTERS) ,"Snow traps 13,000 tourists at Swiss Alpine resort Zermatt",https://www.straitstimes.com/world/europe/snow-traps-13000-tourists-at-swiss-alpine-resort-zermatt,"GENEVA (REUTERS) - The Swiss Alpine resort of Zermatt airlifted guests by helicopter on Tuesday (Jan 9) after heavy snow and a power cut stranded thousands of visitors.
An estimated 13,000 people were stuck in Zermatt after snow closed mountain lifts, ski runs, walking paths and train services to the village.
Guests seeking to leave the car-free village at the foot of the Matterhorn were flown to Taesch, about 5km away.
From there, Zermatt had enlisted buses in place of rail service to take people further down the valley following the opening of the road.
Swiss mountain communities have been in the spotlight for geological risks since August, when the side of a mountain collapsed in the southern canton of Grisons, killing eight hikers.","service, tourists, snow, village, zermatt, swiss, snowbound, ski, valley, seeking, resort, town, airlifted, tourist, mountain",natural calamities
161,01/2021,SINGAPORE ,How a team at A*Star played a big role in global fight against Covid-19 pandemic,https://www.straitstimes.com/singapore/health/how-a-team-at-astar-played-a-big-role-in-the-global-fight-against-the-covid-19,"SINGAPORE - Singapore has punched above its weight in the fight against the Covid-19 pandemic with the expertise it provided to enable the rapid sharing of genomes of the virus.
This not only helped the World Health Organisation (WHO) and governments around the world to respond faster, but also sped up the development of much-needed vaccines and diagnostic kits.
Since then, the sequence of more than 360,000 genomes of the virus causing the Covid-19 pandemic, submitted by more than 145 countries, have been shared.
And the team from Singapore's Agency for Science, Technology and Research (A*Star), played a major role in setting up and maintaining the database to share and analyse the genomes.
By February, the team in Singapore had developed software to rapidly check the genomes for errors and recruited volunteers, notably from the Genome Institute of Singapore.","check, singapore, bii, team, worked, big, played, role, pandemic, helped, sequence, astar, genomes, fight, world, software, dr, covid19, global",natural calamities
162,01/2021,Another is a first,Punching above its weight in global fight against Covid-19,https://www.straitstimes.com/singapore/health/punching-above-its-weight-in-global-fight-against-covid-19,"The Singapore team also set up the classification of the various clades, or main families, the virus belongs to.
Mr Peter Bogner, president of Gisaid, which is incorporated in Germany, said the work by the BII team has ""risen beyond anybody's expectations"".
Mr Bogner said the BII team ""enabled this immediate ability to process, to curate.
WHO chief scientist Soumya Swaminathan said Gisaid was ""a game changer"" in the fight against the pandemic.
The next biggest collection of Sars-CoV-2 genomes is in the United States' GenBank, which has about 33,000 genomes and typically takes days to even weeks to check and add new genomes, said Dr Maurer-Stroh.","software, virus, weight, sarscov2, gisaid, singapore, given, covid19, global, data, bii, genomes, punching, fight, team",natural calamities
163,01/2021,SINGAPORE ,Hot wheels: New cars landing in S'pore in 2021,https://www.straitstimes.com/life/motoring/hot-wheels-new-cars-landing-in-spore-in-2021,"SINGAPORE - There will be an avalanche of new launches this year as carmakers make up for time lost during pandemic-induced lockdowns.
Not surprisingly, there will be more battery-powered offerings, with more electric vehicle incentives kicking in this year.
New brands may even join the fray.","vehicle, join, cars, launches, 2021, pandemicinduced, kicking, lost, spore, singapore, offerings, hot, wheels, surprisingly, landing, lockdownsnot",natural calamities
164,01/2021,There will be an avalanche of new launches this year as carmakers make up for time lost during pandemic,What's new from A to V,https://www.straitstimes.com/life/motoring/whats-new-from-a-to-v,"There will be an avalanche of new launches this year as carmakers make up for time lost during pandemic-induced lockdowns.
Not surprisingly, there will be more battery-powered offerings, with more electric vehicle incentives kicking in this year.
New brands may even join the fray.","vehicle, join, launches, pandemicinduced, kicking, lost, v, offerings, surprisingly, lockdownsnot, whats, incentives",natural calamities
165,08/2017,"She is one of about 700 nuns globally who belong to the Drukpa lineage, the only female order in the patriarchal Buddhist monastic system where nuns have equal status to monks.

Traditionally, nuns are expected to cook and clean and are not permitted to exercise. But this changed almost a decade ago when the leader of the 1,000",Gongfu sisters: Nuns teaching women in India to defend against rapists,https://www.straitstimes.com/lifestyle/gongfu-sisters,"He also gave the nuns leadership roles and helped them study beyond Buddhist teachings to become electricians and plumbers.
The nuns are active in the communities where they live, mainly in Nepal and India.
The nuns are now taking on one of the biggest threats facing women in India today - rape.
But with reports of rape continuing, the nuns saw an opportunity to help in their own way.
""It's been tough and my whole body is aching, but the nuns were very inspiring,"" said participant Tsering Yangchen, a 23-year-old student.","nepal, teaching, rapists, gongfu, defend, sexual, india, nuns, live, drukpa, sisters, buddhist, rape, women, cent",natural calamities
166,09/2017,"FROROLL

This dessert bar in Potong Pasir is opened by Ms Keely Wee, who was the runner","Open for business: Froroll, Jalan Petaling Famous Malaysian Street Food and PS. Cafe One Fullerton",https://www.straitstimes.com/lifestyle/food/open-for-business-91,"Back to Basics is inspired by the traditional ice cream that is served in rainbow bread and features ice cream served in bread rolls such as the Caramel Sweetheart, S'moregasm and Rainbow Fantasy (all $10.80 each).
As its name suggests, expect fancier desserts under Extravaganza, such as the Volcanic Avalanche and Flowerpecker & Nest (both $15.80 each).
The Volcanic Avalanche is a raspberry molten lava cake topped with a Florentine cookie and vanilla ice cream within a chocolate layer shaped like a volcano.
Flowerpecker & Nest is made with three chocolate eggs filled with different desserts, including salted caramel ice cream, caramelised biscuits, chocolate mousse, cheesecake mousse and lemon curd.
Where: 01-26 The Venue Shoppes, 2 Tai Thong CrescentOpen: 11am to 11pm dailyInfo: Call 9776-5727 or go to www.facebook.com/FroRoll.sgJALAN PETALING FAMOUS MALAYSIAN STREET FOOD","street, ps, chocolate, cream, desserts, jalan, open, mousse, froroll, nest, ice, served, malaysian, fullerton, eggs, petaling, rainbow, food, volcanic, famous",natural calamities
167,12/2020,LONDON (NYTIMES) ,New obstacles as Britain ends Brexit struggle,https://www.straitstimes.com/world/europe/new-obstacles-as-britain-ends-brexit-struggle,"But for all those preparations, six days are now all that stand between businesses and an avalanche of new trading obstacles on Jan 1.
The new trade deal does smooth the flow of goods across British borders.
But it leaves financial firms without the biggest benefit of European Union membership: the ability to easily offer services to clients across the region from a single base.
While London's expertise is difficult to match, putting its financial and service firms in a strong position to weather the storm, some obstacles are inevitable.
Already, Britons living in Europe who have bank accounts in Britain have been told their accounts will be closed.","services, european, british, firms, britain, trade, struggle, europe, obstacles, union, ends, financial, deal, brexit",natural calamities
168,12/2020,"LONDON • For weary Brexit negotiators on both sides of the English Channel, a Christmas Eve trade deal sealed 11 months of deliberations over Britain's departure from the European Union, encompassing details as arcane as what species of fish can be caught by each side's boats in British waters.

But for many others ",Britain faces new obstacles from Brexit trade deal,https://www.straitstimes.com/world/europe/britain-faces-new-obstacles-from-brexit-trade-deal,"But for all those preparations, less than a week is now all that stands between businesses and an avalanche of new trading obstacles on Jan 1.
British food, once exempt from such burdensome checks, now faces the same inspections as European imports from countries like Chile and Australia.
The deal also did little to assuage European migrants, some of whom left Britain during the coronavirus pandemic and are now struggling to determine if they need to rush back to establish a right to settle in Britain before the split is finalised on Thursday.
Analysts and ordinary citizens have been left uncertain about details of the trade deal as negotiators did not formally publish the text until yesterday afternoon.
It will take time to work through the voluminous trade document.","european, british, sides, left, ties, migrants, faces, britain, work, obstacles, trade, deal, brexit",natural calamities
169,12/2020,Two of the biggest acts in the pop world ,"Big names, fresh sounds",https://www.straitstimes.com/life/entertainment/big-names-fresh-sounds,"Two of the biggest acts in the pop world - American singer-songwriter Taylor Swift and Puerto Rican rapper-singer Bad Bunny - released surprise albums recently.
Meanwhile, American singer Miley Cyrus ditches pop for rock in her album Plastic Hearts, while Shawn Mendes taps the star power of fellow Canadian Justin Bieber on his album Wonder.
Two alternative-rock stalwarts also have new offerings: American band The Smashing Pumpkins put out their 11th album and Australian singer-songwriter Nick Cave goes solo on a live album.
Check out these releases on music streaming platforms such as Spotify and Apple Music.","taps, big, world, swift, american, sounds, album, taylor, surprise, singersongwriter, names, wondertwo, fresh, pop",natural calamities
170,12/2020,TOKYO ,Japan activates military and PM Suga urges vigilance amid record snowfall across wide areas,https://www.straitstimes.com/asia/east-asia/amid-record-snowfall-across-wide-areas-japan-activates-military-as-pm-suga-urges,"TOKYO - Japan called on soldiers from the Self-Defence Forces on Thursday (Dec 17) to help with disaster relief, as a cold air mass dumped heavy snow across wide areas of the country.
More than 1,000 vehicles were stranded on two expressways, and over 10,000 households experienced power outages on Thursday, the government and police said.
Prime Minister Yoshihide Suga convened a disaster relief task force meeting on Thursday, calling for utmost vigilance against traffic disruptions and damage to facilities due to the heavy snowfall.
The Japan Meteorological Agency has warned that heavy snowfall will likely continue in many areas along the coast of the Sea of Japan (also known as the East Sea) through Friday.
About 1,100 vehicles were stuck overnight on Wednesday on the Kan-etsu Expressway, which connects Tokyo with Niigata prefecture to the north-west.","niigata, expressway, military, snow, amid, suga, japan, snowfall, urges, areas, heavy, east, prefecture, vehicles, record, vigilance, wide, tokyo",natural calamities
171,12/2020,Japan called up soldiers from the Self,Japan activates military as record snowfall blankets parts of country,https://www.straitstimes.com/asia/east-asia/japan-activates-military-as-record-snowfall-blankets-parts-of-country,"Japan called up soldiers from the Self-Defence Forces yesterday to help with disaster relief, as a cold air mass dumped heavy snow across wide areas of the country.
More than 1,000 vehicles were stranded on two expressways, and over 10,000 households experienced power outages, the government and police said.
The Japan Meteorological Agency has warned that heavy snowfall will likely continue in many areas along the coast of the Sea of Japan (also known as the East Sea) through today.
About 1,100 vehicles were stuck overnight on Wednesday on the Kan-etsu Expressway, which connects Tokyo with Niigata prefecture in the north-west.
News reports said many are melting snow for drinking water as they await supplies from the military, while East Nippon Expressway is helping to distribute petrol and toiletries.","niigata, expressway, military, snow, japan, snowfall, parts, heavy, east, prefecture, vehicles, country, record, activates, yesterday, blankets",natural calamities
172,07/2017,ISLAMABAD (REUTERS) ,Two mountaineers missing in Pakistani Himalayas feared dead,https://www.straitstimes.com/asia/south-asia/two-mountaineers-missing-in-pakistani-himalayas-feared-dead,"ISLAMABAD (REUTERS) - Pakistani authorities believe that two mountaineers, a Spaniard and an Argentinian, missing for over a week in Pakistan's northern Himalayan mountains perished in an avalanche, officials said on Sunday (July 2).
""The spot they were believed to be in has been struck by a large avalanche and the helicopter rescue officials have said (survival) appears unlikely,"" Haidari said.
Haidari confirmed that search and rescue operations were called off on Saturday.
The killings were claimed by both the Pakistani Taliban and a smaller group of Islamist militants.
Since that attack, the number of expeditions has dwindled, wrecking communities dependent on climbing tourism for income and depriving Pakistan's economy of much-needed dollars.","worlds, zerain, officials, missing, number, pakistans, rescue, feared, mountaineers, climbing, pakistani, himalayas, parbat, dead, search",natural calamities
173,06/2017,"His maiden attempt at conquering Mount Everest last month was foiled by a sudden onset of hypothermia just about 200m from the summit.

But mountaineer Jeremy Tong, 26, who returned earlier this month with teammates Nur Yusrina Ya'akob, 30, who summitted the peak, and Dr Arjunan Saravana Pillai, 47, is giving it another shot.

He is now gunning to be the youngest Singaporean to summit the world's tallest mountain via the less popular, more dangerous North Ridge route from Tibet.

""The camps are higher and more exposed on the northern side, so the conditions may be tougher. But I've already been through this experience (from Nepal), so I think (this) will be a richer experience,"" said Mr Tong at a media conference hosted by Nanyang Technological University (NTU) and the National Institute of Education (NIE), which together helped the team raise over $150,000 to fund their expedition.

Last week, the NTU graduate quit his job as a team",Foiled climber gunning for second shot at Everest,https://www.straitstimes.com/singapore/foiled-climber-gunning-for-second-shot-at-everest,"His maiden attempt at conquering Mount Everest last month was foiled by a sudden onset of hypothermia just about 200m from the summit.
He is now gunning to be the youngest Singaporean to summit the world's tallest mountain via the less popular, more dangerous North Ridge route from Tibet.
The NTU-NIE Everest Team Singapore had aimed to be the first multiracial Singapore team to summit the 8,848m-high mountain.
Dr Saravana, an NIE teaching fellow, reached an altitude of at least 6,500m but did not attempt to summit because of frostbite.
In the months ahead, the team will visit schools to share their Everest experiences to inspire youth to lead active lifestyles.","saravana, climber, summit, second, nie, yusrina, attempt, singapore, mountain, gunning, shot, tong, everest, foiled, team",natural calamities
174,05/2017,"KATHMANDU • An American climber died yesterday on his way to the summit of Mount Everest, expedition organisers said, the latest death to mar the ongoing climbing season.

The 50","One dead, another missing on Everest",https://www.straitstimes.com/asia/south-asia/one-dead-another-missing-on-everest,"KATHMANDU • An American climber died yesterday on his way to the summit of Mount Everest, expedition organisers said, the latest death to mar the ongoing climbing season.
The 50-year-old died close to the Balcony, a small platform above the 8,000m mark considered the mountain's ""death zone"".
We are trying to get more details,"" Murari Krishna Sharma of Everest Parivar Expedition, a private mountaineering company, told AFP.
We have sent a search and rescue team,"" said Thupden Sherpa of Arun Treks and Expeditions, another private climbing outfit.
Legendary Swiss climber Ueli Steck died late April while on an acclimatisation climb, and 85-year- old Min Bahadur Sherchan perished attempting to reclaim his title as the world's oldest person to summit Everest.","died, climber, worlds, summit, missing, climbing, way, death, yesterday, everest, dead, search",natural calamities
175,03/2017,"Teacher Yusrina Ya'akob has a second chance to give Singapore the present she had been planning for its 50th birthday.

Two years ago, she was the co",Teacher's 2nd bid to conquer Everest,https://www.straitstimes.com/singapore/teachers-2nd-bid-to-conquer-everest,"Teacher Yusrina Ya'akob has a second chance to give Singapore the present she had been planning for its 50th birthday.
Two years ago, she was the co-leader of Aluminaid Team Singapura Everest, which saw its ascent up the mountain cut short by an avalanche.
""We hope this will encourage others to take the first step and achieve their dreams,"" said Dr Saravana, 47.
The 2015 avalanche, which forced Ms Yusrina's team to abort its climb, killed more than 15 other mountaineers.
All three have taken between two and three months of unpaid leave for this mission, which Dr Saravana described as the ""epitome of achievement"" for all mountaineers.","saravana, teachers, ms, conquer, nie, yusrina, dr, singapore, reach, mountain, bid, 2nd, everest, trained, team",natural calamities
176,11/2020,MADRID (REUTERS) ,Football: Barcelona coach Ronald Koeman defends Lionel Messi and denies any issue with Antoine Griezmann,https://www.straitstimes.com/sport/football/football-barcelona-coach-koeman-defends-messi-and-denies-any-issue-with-griezmann,"MADRID (REUTERS) - Barcelona coach Ronald Koeman has played down notions of a rift between club great Lionel Messi and fellow forward Antoine Griezmann.
When asked about the subject ahead of Saturday's (Nov 21) visit to Atletico Madrid in La Liga, Koeman said the duo get along.
""It's an important game, both for our mindset and also the points that are available,"" Koeman said.
Atletico are a side who know how to play in different ways, depending on who the opponent is, just like Barca do.""
I was an international coach and I never took risks with a player: I'd always think about the club, too.""","denies, told, ronald, atletico, visit, know, koeman, international, lionel, club, messi, coach, issue, defends, football, griezmann",natural calamities
177,02/2017,KABUL (Reuters) ,"Dozens killed as heavy snow blankets parts of Afghanistan, Pakistan",https://www.straitstimes.com/world/middle-east/dozens-killed-as-heavy-snow-blankets-parts-of-afghanistan-pakistan,"KABUL (Reuters) - Parts of Afghanistan and Pakistan struggled to dig out from heavy snow on Sunday (Feb 5), with dozens of people reported killed and some major highways closed.
Heavy snow also blanketed the Afghan capital of Kabul, where the government closed its offices.
The government was working to reach at least 12 districts in Badakhshan that had been completely cut off, he added.
""So far the rescue workers have recovered nine bodies and efforts are under way to retrieve more,"" he said.
""It will remain blocked until the snow is cleared from the main road, facilities are provided and it is safe to travel,"" he said.","province, kabul, snow, road, pakistan, salangi, dozens, killed, rescue, parts, heavy, afghanistan, trapped, spokesman, residents, blankets",natural calamities
178,02/2017,"Donald Trump under fire for saying he respects 'killer' Vladimir Putin

President Donald Trump drew fire from Republicans and Democrats alike Sunday (Feb 5), after he defended a softer stance on Russia, playing down political assassinations and Moscow's invasion of Ukraine.

Trump ","While You Were Sleeping: 5 stories you might have missed, Feb 6 edition",https://www.straitstimes.com/world/while-you-were-sleeping-5-stories-you-might-have-missed-feb-6-edition-0,"Donald Trump under fire for saying he respects 'killer' Vladimir PutinPresident Donald Trump drew fire from Republicans and Democrats alike Sunday (Feb 5), after he defended a softer stance on Russia, playing down political assassinations and Moscow's invasion of Ukraine.
Trump - now two weeks into his four-year term - showed no signs of yielding to demands from within his own Republican Party to distance himself from President Vladimir Putin, plunging himself into a fresh political firestorm.
When pressed in relation to Putin's alleged links to the extrajudicial killing of journalists and dissidents, Trump said, ""There are a lot of killers.
In a speech in Lyon, the National Front (FN) leader attacked ""mass immigration"", globalisation and ""Islamic fundamentalism"" and said she wanted a France ""which owes nothing to anyone"".
She praised Britain for choosing to leave the European Union and urged the French to emulate Trump voters ""who put their own national interests first"".","president, donald, feb, edition, missed, political, lot, national, sleeping, vladimir, pen, france, trump, respect",natural calamities
179,11/2020,NEW YORK (AFP) ,US shares end mixed after coronavirus vaccine high fades,https://www.straitstimes.com/business/companies-markets/us-shares-end-mixed-after-coronavirus-vaccine-high-fades,"NEW YORK (AFP) - Wall Street pulled back from the celebration that followed good news on a potential Covid-19 vaccine, ending Tuesday's (Nov 10) session mixed.
Meanwhile, investors are shifting away from the stay-at-home stocks, like videoconference service Zoom, and are returning to back-to-normal shares like airlines and cruise companies.
Quincy Krosby from Prudential Financial said ""tech names were overbought, reaching the point where we would expect to see some consolidation.""
That trend should continue as focus turns to ""sectors that will benefit from a vaccine once it is distributed and take us to the other side of the pandemic,"" Krosby said.
Pfizer shares gained for most of the day but dipped late in the session, ending 1.3 per cent lower.","vaccine, shares, late, end, fades, krosby, coronavirus, lost, gained, pandemic, high, session, package, mixed, cent",natural calamities
180,11/2020,"PUTIAN CUISINE AT COFFEE SHOP STALL

There is more than meets the eye at Classic Putian, a shabby corner stall in a Jurong West coffeeshop where head cook Chang Yue Jie, 35, surprises with a few restaurant","Food Picks: Putian cuisine, artisan bread, home-made fudgy brownies",https://www.straitstimes.com/life/food/food-picks-putian-cuisine-artisan-bread-homemade-fudgy-brownies,"The mininum order for dine-in is one serving ($6), while you have to order at least two servings ($12) on Grabfood.
Fresh water prawns are cooked in superior stock made from simmering old hens, pork bones and jin hua ham.
The stall also serves fresh cockles ($8/$10/$12 for dine-in; $10 on GrabFood).
But the beehoon, produced in Putian, is curly and springier in texture than the type commonly used here.
WHERE: Stall 8, 01-855, Block 503 Jurong West Avenue 1MRT: LakesideOPEN: 10.30am to 11pm (dine-in); 10.30am to midnight (delivery via GrabFood)TEL: 8656-7878ARTISAN BREADS","cuisine, food, west, bread, prawn, sea, stall, dinein, artisan, fresh, order, putian, brownies, hua, picks, grabfood, fudgy, homemade",natural calamities
181,11/2020,"BREAD TROLLEY

ARTISAN BREADS

Tablescape, a modern European restaurant and bar, has offered a tableside bread trolley service since it opened in January 2018.

It is currently closed for dine",Friyay!: What to eat,https://www.straitstimes.com/life/food/friyay-what-to-eat-1,"BREAD TROLLEYARTISAN BREADSTablescape, a modern European restaurant and bar, has offered a tableside bread trolley service since it opened in January 2018.
The unsalted butter is made from fresh full cream and yogurt which are fermented for two days.
For the lobster butter, a rich lobster bisque concentrate made from scratch is added to freshly churned butter.
You can even eat its tail like a biscuit, yet the meat is moist and tender.
The minimum order for dine-in is one serving ($6), while you have to order at least two servings ($12) on GrabFood.","bread, sea, friyay, delivery, dinein, stall, chocolate, order, butter, eat, fresh, grabfood",natural calamities
182,11/2020,JAKARTA (BLOOMBERG) ,Hundreds evacuated as Indonesia's Merapi threatens to erupt,https://www.straitstimes.com/asia/se-asia/hundreds-evacuated-as-indonesias-merapi-threatens-to-erupt,"JAKARTA (BLOOMBERG) - Indonesian authorities evacuated hundreds of residents living near the country's most active volcano after raising the alert level earlier this week.
The evacuation process was carried out according to health protocols with people required to wear masks and maintain a safe distance.
Indonesia's geological disaster agency raised Mount Merapi's alert status on Thursday to the second-highest level because of increased volcanic activity.
Mount Merapi has been active and has erupted regularly since 1548.
Indonesia, a vast archipelago with a population of 270 million, is prone to earthquakes and volcanic activity as the nation sits along the Pacific ""Ring of Fire.""","merapi, eruption, level, health, volcanic, disaster, alert, hundreds, agency, evacuated, active, indonesias, erupt, activity, threatens",natural calamities
183,12/2016,BERLIN (REUTERS) ,Worldwide cyber-crime network hit in coordinated raids,https://www.straitstimes.com/world/europe/worldwide-cyber-crime-network-hit-in-coordinated-raids,"In an internationally coordinated campaign, authorities carried out the raids on Wednesday, seized servers and website domains and arrested suspected leaders of a criminal organisation, said police and prosecutors in northern Germany.
Officials said they had seized 39 servers and several hundred thousand domains, depriving criminals of control of more than 50,000 computers in Germany alone.
Police said criminals had used the ""Avalanche"" botnet targeted in Wednesday's international raids since 2009 to send phishing and spam e-mails.
A court in Verden, northern Germany, has issued arrest warrants for seven people on suspicion of forming a criminal organisation, commercial computer fraud and other criminal offences.
The raids came after more than four years of intensive investigation by specialists in 41 countries.","botnet, coordinated, cybercrime, worldwide, organisation, germany, used, online, arrested, network, hit, suspected, raids, computers, criminal",natural calamities
184,10/2020,BERLIN ,The new Berlin airport: A symbol of failure finally ready for takeoff,https://www.straitstimes.com/world/europe/the-new-berlin-airport-a-symbol-of-failure-finally-ready-for-takeoff,"BERLIN - Germany will breathe a collective sigh of relief on Oct 31 when the new Berlin airport finally opens.
It will be nothing short of a nightmare coming to an end.
Haunted by numerous construction troubles, frequent changes of management and repeated postponements to the reopening, the airport had become something of a bad joke.
German engineering prowess, oft vaunted as the world's best, became fodder for taunts in Berlin.","vaunted, worlds, troubles, reopening, repeated, berlin, sigh, ready, finally, airport, takeoff, taunts, short, failure, symbol",natural calamities
185,10/2016,"ALEPPO, Syria (AFP) ",Syrian regime makes advances in Aleppo as US abandons ceasefire talks with Russia,https://www.straitstimes.com/world/middle-east/syrian-regime-makes-advances-in-aleppo-as-us-abandons-ceasefire-talks-with-russia,"ALEPPO, Syria (AFP) - Syrian regime forces advanced against rebels during intense street battles in the heart of Aleppo on Tuesday (Oct 4), after the United States abandoned talks with Russia aimed at reviving a ceasefire deal.
US Secretary of State John Kerry insisted Washington's decision to halt talks did not mean it was ""abandoning the pursuit of peace"".
The Syrian army announced a major Russian-backed military push nearly two weeks ago to capture the rebel-held eastern half of Aleppo, once the country's commercial hub.
Syrian state news agency SANA reported that rebel shelling on the government-held west, including on the Aleppo University campus, left six people dead on Tuesday.
Only five hospitals remain operational for the estimated 250,000 people living under a crippling government siege in east Aleppo.","truce, aleppo, rights, syria, syrian, russia, makes, regime, ceasefire, abandons, city, advances, state, rebelheld, kerry, talks",natural calamities
186,10/2020,KENOSHA (NEW YORK TIMES) ,Fast rise and fall of Kenosha Guard reflect spirit of armed vigilantism in US,https://www.straitstimes.com/world/united-states/when-us-armed-vigilantes-are-summoned-to-a-city-in-wisconsin-with-a-few,"Within minutes, the Kenosha Guard had sprung to life.
The Kenosha Guard then evaporated just as quickly as it arose.
Long a divisive figure in Kenosha, Mr Mathewson, 36, who sprinkles his sentences with ""Jeez!""
The rise and fall of his Kenosha Guard reflects the current spirit of vigilantism surfacing across the country.
Organisations that openly display weapons have existed for decades, with certain hot-button issues like immigration or Second Amendment rights inspiring people who think the Constitution is under threat.","fall, late, mr, second, reflect, streets, rise, vigilantism, armed, amendment, city, spirit, mathewson, kenosha, fast, arms, guard",natural calamities
187,10/2020,"NURBURGRING, GERMANY (AFP) ",Motor racing: Ex-champ Rosberg warns Wolff's possible exit may mark downturn for Mercedes and Hamilton,https://www.straitstimes.com/sport/formula-one/motor-racing-ex-champ-rosberg-warns-wolffs-possible-exit-may-mark-downturn-for,"NURBURGRING, GERMANY (AFP) - Retired driver Nico Rosberg has warned that if Toto Wolff quits as Mercedes chief, it could have an effect on Lewis Hamilton's future and mark a downturn for the team.
Wolff has guided Mercedes to six consecutive constructors' titles, but the Austrian has hinted that he is ready to move on.
""And it's not guaranteed that if Toto goes and there is a new leader that the stability remains.
Hamilton's future has been surrounded by speculation, while Wolff has declined to confirm he will remain as team boss at Mercedes next year.
""The rear sometimes just snaps and you can't feel it - and that takes confidence from drivers.","wolffs, hamilton, lewis, possible, toto, team, effect, mercedes, future, exit, hamiltons, drivers, mark, warns, rosberg, motor, goes, wolff, racing",natural calamities
188,08/2016,KATHMANDU (AFP) ,Nepal bans Indian police couple for faking Everest climb,https://www.straitstimes.com/asia/south-asia/nepal-bans-indian-police-couple-for-faking-everest-climb,"KATHMANDU (AFP) - Nepal has imposed a 10-year mountaineering ban on an Indian couple who faked photographs purporting to show them at the top of Mount Everest, an official said on Tuesday (Aug 30).
Dinesh and Tarakeshwari Rathod, both police constables, said they reached the top of the world's highest mountain on May 23.
But fellow climbers cast doubt on their claim, saying their photos at the summit were doctored.
Dhakal said an analysis of the photos submitted by the couple showed they had superimposed themselves and their banners onto photos taken by another Indian climber of his Everest summit.
Hundreds fled Everest last year after an earthquake-triggered avalanche at base camp killed 18 people.","nepal, summit, tourism, attempts, killed, indian, reached, bans, mountain, photos, ban, climb, faking, everest, couple",natural calamities
189,09/2020,NEW DELHI ,Indian and Chinese troops settle in for winter of discontent along disputed border,https://www.straitstimes.com/asia/south-asia/indian-and-chinese-troops-settle-in-for-winter-of-discontent-along-disputed-border,"At Pangong Tso, a Himalayan lake, where Chinese and India troops are in a stand-off, temperatures drop to sub zero.
The area is known as the ""cold desert"", said retired Army colonel S Dinny, who served as commanding officer at Pangong Tso between 2015 and 2017.
Videos released on Sunday (Sept 27) showed Indian Army tanks and armoured personnel carriers in forward locations in eastern Ladakh.
It becomes really difficult to survive and for troops to spend the whole winter is a challenge by any standards,"" said journalist and former Indian Army officer Ajai Shukla.
So it evens out,"" said journalist and former Indian Army officer Ajai Shukla.","army, troops, discontent, winter, chinese, india, conditions, disputed, indian, settle, officer, tso, pangong, border, temperatures",natural calamities
190,09/2020,"As India and China continue with military and diplomatic talks on their disputed border, their troops in the Ladakh region now have to grapple with deteriorating weather conditions as winter sets in.

At Pangong Tso, a Himalayan lake, where Chinese and Indian troops are in a stand","Indian, Chinese troops face winter challenges in border area",https://www.straitstimes.com/asia/south-asia/indian-chinese-troops-face-winter-challenges-in-border-area,"As India and China continue with military and diplomatic talks on their disputed border, their troops in the Ladakh region now have to grapple with deteriorating weather conditions as winter sets in.
At Pangong Tso, a Himalayan lake, where Chinese and Indian troops are in a stand-off, temperatures often drop to sub-zero.
Temperature during the winter, starting next month till February, will plummet to minus 40 deg C and the lake, which cuts through Chinese and Indian territories, will freeze over.
""There is definitely a decrease in activities in winter, whether infrastructure development like building roads or patrols.
Last month, Indian troops stopped their Chinese counterparts from occupying vantage positions on the southern bank of the lake, after they were prevented by Chinese troops from patrolling areas on the northern bank that had been accessible earlier.","troops, chinese, winter, challenges, india, conditions, indian, tso, border, temperatures, infrastructure, area, face",natural calamities
