,date,location,news title,news source(url),content summary,keywords,class_name,new_class_name
169,Jun-21,VIENNA (REUTERS) ,"Iran, world powers adjourn nuclear talks, resumption date unclear",https://www.straitstimes.com/world/middle-east/iran-says-nuclear-talks-to-be-adjourned-for-consultations-in-capitals,"VIENNA (REUTERS) - Negotiators for Iran and six world powers on Sunday (June 20) adjourned talks on reviving their 2015 nuclear deal and return to respective capitals for consultations as remaining differences still need to be overcome, officials said.
Iran has since breached the deal's strict limits on uranium enrichment, a possible path to a nuclear bomb.
It has said its moves would be reversed if the United States rescinded all sanctions.
He added that the question of which sanctions on Iran should be lifted was still being discussed.
With the talks on pause, attention will now turn to extending a separate accord between the International Atomic Energy Agency, the UN nuclear watchdog, and Iran.","states, deal, talks, resumption, adjourn, vienna, date, unclear, sanctions, return, united, iran, week, nuclear, powers, world, told",Man-Made Disaster,Man-Made Disaster
170,Jul-21,WASHINGTON/CAIRO (REUTERS) ,US accuses Iran of trying to deflect blame for nuclear talks impasse,https://www.straitstimes.com/world/united-states/us-accuses-iran-of-trying-to-deflect-blame-for-nuclear-talks-impasse,"WASHINGTON/CAIRO (REUTERS) - The United States on Saturday (July 17) accused Teheran of an outrageous effort to deflect blame for the impasse in Iran nuclear talks and denied that any agreement had been reached on a prisoner swap.
Vienna talks must thus obviously await our new administration,"" he wrote on Twitter.
US State Department spokesman Ned Price said: ""These comments are an outrageous effort to deflect blame for the current impasse.
Mr Araqchi also urged the US and Britain to stop linking any exchange of prisoners with the nuclear deal.
The hiatus in nuclear talks, which US and European officials attribute to hard-line President-elect Raisi's election, has raised questions about next steps if the talks hit a dead end.","deflect, deal, impasse, talks, trying, prisoners, vienna, return, accuses, iran, iranian, nuclear, prisoner, countries, blame",Man-Made Disaster,Man-Made Disaster
171,Jun-21,"HONG KONG (REUTERS, BLOOMBERG) ","China says no leak at nuclear plant, no change to detection standards",https://www.straitstimes.com/asia/east-asia/chinas-nuclear-drama-may-be-less-alarming-than-the-politics-behind-it,"CNN reported on Monday that Framatome, the French company which designed the plant, had warned that China's National Nuclear Safety Administration had raised acceptable radiation limits outside the plant in the southeastern province of Guangdong to avoid having to shut it down.
""Environmental monitoring in the vicinity of the Taishan plant found no abnormal parameters...showing no leak has occurred at all,"" it said.
In September, China's National Nuclear Safety Administration inspected and gave clearance for the refuelling of Unit 1.
EDF says it appears that coating on some fuel rods has deteriorated, leading to an increased concentration of some noble gases.
China's National Nuclear Safety Administration said in April the plant's Unit 1 had experienced an operational incident that was categorised as minor, and not of safety significance.","fuel, rods, administration, safety, reactor, unit, national, plant, radiation, change, standards, nuclear, detection, china, leak",Man-Made Disaster,Man-Made Disaster
172,Jun-21,VIENNA/DUBAI (REUTERS) ,"Europeans, US warn Iran nuclear talks won't be open-ended",https://www.straitstimes.com/world/middle-east/europeans-us-warn-iran-nuclear-talks-wont-be-open-ended,"Sunday's pause in the talks came after Mr Ebrahim Raisi, a hardliner and fierce critic of the West, won Iran's presidential election on Friday.
Iranian and Western officials alike say Mr Raisi's rise is unlikely to alter Iran's negotiating position: Iran's hardline Supreme Leader Ayatollah Ali Khamenei already has final say on all major policy.
The Western countries say the longer Iran violates the deal and produces banned nuclear material, the harder it becomes to restore the pact.
With the talks on pause, attention will now turn to extending a separate accord between Iran and the UN nuclear watchdog IAEA, which expires on June 24.
EU political director Enrique Mora, who is coordinating the nuclear talks, said he expected an extension that would let data continue to be collected while placing limits on the IAEA's access to it for now.","europeans, deal, talks, western, openended, rouhani, teheran, wont, mr, iran, warn, nuclear, raisi, say",Man-Made Disaster,Man-Made Disaster
173,Jun-21,TOKYO (REUTERS) ,"As Japan reboots 44-year-old nuclear reactor, experts sound alarm",https://www.straitstimes.com/asia/east-asia/as-japan-reboots-44-year-old-nuclear-reactor-experts-sound-alarm,"Kansai Electric Power, which serves Osaka and its industrial environs - an area with roughly the same economic output as Mexico - will reboot the No.
3 reactor at its Mihama station in western Japan on Wednesday (June 23).
Most reactors in Japan remain shut after the accident highlighted failings in regulation and oversight.
A giant earthquake off the north-east coast of Japan in March 2011 spawned a tsunami that killed more than 15,000 people and knocked out cooling at the Fukushima Daiichi nuclear station.
Kansai was the most reliant on nuclear power before Fukushima, getting about half its electricity supplies from atomic energy.","fukui, electric, power, alarm, reactor, restart, fukushima, 44yearold, sound, suzuki, experts, nuclear, industry, japan, reboots",Man-Made Disaster,Man-Made Disaster
174,Jul-21,PAPEETE (AFP) ,Macron promises transparency over French Polynesia nuclear tests,https://www.straitstimes.com/world/macron-promises-transparency-over-french-polynesia-nuclear-tests,"PAPEETE (AFP) - French President Emmanuel Macron promised transparency around decades of nuclear tests in French Polynesia and changes to compensation procedures on Tuesday (July 27) when he stopped to talk to a group of protesters on his first official trip to the territory.
Residents in the sprawling archipelago of more than 100 islands located midway between Mexico and Australia are hoping Mr Macron apologises and announces compensation for radiation victims.
""I can't ask you to trust me when you have been lied to for so long by not being given all the information,"" Mr Macron told a group of around 50 protesters on the island of Moorea.
she told Mr Macron.
In response, Mr Macron said he was ""committed to changing things"" regarding compensation.","transparency, trip, think, macron, tests, promises, radiation, mr, urgent, polynesia, nuclear, french, told",Man-Made Disaster,Man-Made Disaster
175,Jul-21,GENEVA (AFP) ,US sees 'substantive' talks with Russia amid tensions,https://www.straitstimes.com/world/tensions-as-us-russia-hold-strategic-stability-talks-in-geneva,"GENEVA (AFP) - The United States said on Wednesday (July 28) it had held ""professional and substantive"" talks with Russia focused on arms control, as the two powers met in Geneva in a fresh bid to bring stability to a fraught relationship.
""The discussions in Geneva were professional and substantive,"" State Department spokesman Ned Price said.
The Russian foreign ministry in a statement said the talks addressed ""maintaining strategic stability, the prospects for arms control and measures to reduce risks"".
Focus on armsThe talks were focused on arms control, an issue that remains thorny but is one area where the Biden administration has shown a willingness to work with Russia, already extending the New Start treaty on reducing nuclear arsenals.
Ryabkov told Russian news agencies on Tuesday the talks would allow Moscow to ""understand how serious the mindset of our US colleagues is in terms of establishing a concentrated, energetic dialogue in strategic stability"".","tensions, amid, talks, state, sees, arms, strategic, sides, russian, stability, russia, substantive, geneva, control",Man-Made Disaster,Man-Made Disaster
176,Sep-21,SYDNEY ,Nuclear submarine decision by Australia reflects deep anxiety about China,https://www.straitstimes.com/asia/nuclear-submarine-decision-by-australia-reflect-deep-anxiety-about-china,"SYDNEY - Australia's Prime Minister Scott Morrison tactfully avoided responding to China's strident attacks on his new plans to build nuclear submarines, but his outspoken Defence Minister, Mr Peter Dutton, showed far less restraint.
Dismissing Chinese state media's denunciations of Australia as ""outbursts"", Mr Dutton said on Friday (Sept 17) that Australia needed to be ready for a potential war in the region.
He said the prospect of a war over Taiwan was realistic and was a factor in the decision this week by Australia, the United States and the United Kingdom to form a new security partnership, called Aukus.","sydney, reflects, australia, united, mr, week, decision, deep, submarine, anxiety, nuclear, war, minister, taiwan, china, tactfully, dutton",Man-Made Disaster,Man-Made Disaster
177,Jun-21,NEW YORK (REUTERS) ,UN chief Guterres urges US to remove Iran sanctions as agreed in 2015,https://www.straitstimes.com/world/united-states/un-chief-guterres-urges-us-to-remove-iran-sanctions-as-agreed-in-2015,"NEW YORK (REUTERS) - UN Secretary-General Antonio Guterres has appealed to US President Joe Biden's administration to lift or waive all sanctions on Iran as agreed under a 2015 deal aimed at stopping Teheran from developing a nuclear weapon.
The 15-member council will on Tuesday discuss the secretary-general's biannual report on the implementation of a 2015 resolution that enshrines the nuclear deal between Iran, the United States, France, Britain, Germany, Russia and China.
Former US president Donald Trump abandoned the pact in 2018 and reimposed harsh sanctions, prompting Teheran to start violating some of the nuclear limits in 2019.
""I appeal to the United States to lift or waive its sanctions outlined in the plan,"" said Guterres, who also appealed to Iran to return to full implementation of the deal.
Guterres said: ""I continue to believe that a full restoration of the Plan remains the best way to ensure that the nuclear programme of the Islamic Republic of Iran remains exclusively peaceful.""","guterres, chief, remove, states, deal, urges, plan, 2015, sanctions, united, iran, cent, nuclear, agreed",Man-Made Disaster,Man-Made Disaster
178,Sep-21,SEOUL ,North Korea's provocations complicate US efforts at resuming nuclear talks,https://www.straitstimes.com/asia/east-asia/north-korea-provocations-complicate-us-efforts-at-resuming-dialogue-highlights-chinas,"SEOUL - A series of provocations by North Korea is complicating efforts by the new Biden administration as well as its staunch allies, South Korea and Japan, on the resumption of long-stalled nuclear talks, experts said.
Shortly after United States special representative for North Korea Sung Kim said in Tokyo that he hoped Pyongyang would ""respond positively to our multiple offers to meet without preconditions"", and while Chinese Foreign Minister Wang Yi was in Seoul for talks, North Korea on Wednesday (Sep 15) fired two short-range ballistic missiles that flew about 800km into the East Sea.","koreas, sung, talks, complicate, yi, north, united, staunch, resuming, wang, tokyo, korea, nuclear, efforts, provocations, seoul",Man-Made Disaster,Man-Made Disaster
179,Jun-21,DUBAI (REUTERS) ,"Iran President-elect Raisi backs nuclear talks, rules out meeting US leader Biden",https://www.straitstimes.com/world/middle-east/iran-president-elect-raisi-backs-nuclear-talks-rules-out-meeting-us-leader-biden,"DUBAI (REUTERS) - Iranian President-elect Ebrahim Raisi on Monday (June 21) backed talks between Iran and six world powers to revive a 2015 nuclear deal but flatly rejected meeting United States President Joe Biden, even if Washington removed all sanctions.
Mr Raisi said Iran's foreign policy would not be limited to the nuclear deal, adding that ""all US sanctions must be lifted and verified by Teheran"".
Asked if he would meet President Biden if those sanctions were lifted, Mr Raisi answered: ""No.""
Echoing Mr Khamenei's stance, Mr Raisi said Iran's ""regional activities and ballistic missile programme"" were non-negotiable.
""The reopening of the Saudi embassy is not a problem for Iran,"" said Mr Raisi.","states, deal, talks, presidentelect, biden, sanctions, mr, irans, rules, meeting, iran, backs, nuclear, raisi, say, leader",Man-Made Disaster,Man-Made Disaster
180,Aug-21,TEHERAN (AFP) ,New Iranian president to take oath before Parliament,https://www.straitstimes.com/world/middle-east/new-iranian-president-to-take-oath-before-parliament,"TEHERAN (AFP) - Iran's new president Ebrahim Raisi takes the oath before Parliament on Thursday (Aug 5), with the country facing an economy battered by United States sanctions, a grinding health crisis and thorny negotiations on the 2015 nuclear deal.
The ultraconservative former judiciary chief officially began his four-year mandate on Tuesday, after he was inaugurated by supreme leader Ayatollah Ali Khamenei.
Mr Raisi takes over from moderate Hassan Rouhani, whose landmark achievement during his two-term presidency was the 2015 agreement between the Islamic republic and six world powers.
Local media said he was also expected to present his proposed Cabinet line-up, ahead of the two-week deadline to do so.
Iranian media said several foreign officials had been invited to Thursday's ceremony, including the Iraqi President and Parliament speakers from Niger, Syria, Tajikistan, Tanzania and Uzbekistan.","country, parliament, oath, raisi, teheran, takes, sanctions, iranian, nuclear, president, world, set",Man-Made Disaster,Man-Made Disaster
181,Jul-21,WASHINGTON (REUTERS) ,US says China's nuclear buildup 'concerning',https://www.straitstimes.com/asia/east-asia/us-says-chinas-nuclear-buildup-concerning,"WASHINGTON (REUTERS) - The United States said on Thursday (July 1) China's rapid build-up of its nuclear forces was concerning and called on Beijing to engage with it ""on practical measures to reduce the risks of destabilising arms races.""
And for us, it reinforces the importance of pursuing practical measures to reduce nuclear risks,"" he said.
In a 2020 report to Congress, the Pentagon estimated China's nuclear warhead stockpile in ""the low 200s"" and said it was projected to at least double in size as Beijing expands and modernises its forces.
Analysts say the United States has around 3,800 warheads, and according to a State Department factsheet, 1,357 of those were deployed as of March 1.
Non-proliferation experts said this year China's push to develop fuel for a new generation of nuclear power reactors will produce large amounts of materials that could be diverted to making nuclear weapons.","states, washington, report, chinas, united, risks, beijing, buildup, concerning, nuclear, china, reduce",Man-Made Disaster,Man-Made Disaster
182,Jun-21,TOKYO (BLOOMBERG) ,Japan restarts first nuclear reactor since 2018 amid hurdles,https://www.straitstimes.com/asia/east-asia/japan-restarts-first-nuclear-reactor-since-2018-amid-hurdles,"TOKYO (BLOOMBERG) - Japan restarted the first nuclear reactor in more than three years, a long-awaited step forward for the nation's utilities that are struggling to gain local support and fulfill onerous regulatory requirements.
Utilities have been unable to quickly resume units due to a litany of required safety upgrades, local opposition and court challenges.
Only 10 of Japan's 33 operable nuclear units have resumed operations under the regulatory regime created in the wake of the Fukushima nuclear disaster.
2 nuclear reactor passed a safety assessment, one of the biggest hurdles before resuming operations.
Shimane is the 17th reactor endorsed by Japan's nuclear watchdog, and the latest approval since 2019.","local, power, safety, units, reactor, old, regulatory, restarts, operations, 2018, nuclear, amid, japan, hurdles, restart",Man-Made Disaster,Man-Made Disaster
183,Oct-21,SEOUL (REUTERS) ,"Flanked by nuclear missile, North Korean leader Kim says US, South Korea threaten peace",https://www.straitstimes.com/asia/east-asia/north-korean-leader-kim-says-us-south-korea-threaten-peace-with-military-build-up,"Among them was the Hwasong-16, North Korea's largest ICBM, unveiled at a military parade in October 2020, but not yet test fired.
A spokesperson for South Korea's defence ministry told a briefing that South Korean and the US intelligence agencies are already analysing the equipment displayed at the exhibition and will continue to closely monitor the situation.
South Korea recently test fired its first submarine-launched ballistic missile, plans to build major new weapons include aircraft carriers, and has bought American-made F-35 stealth fighters.
North Korea has pushed ahead with its missile programme, and analysts say it has begun a major expansion of its main nuclear reactor, used to produce fuel for nuclear bombs.
South Korea's national security adviser, Mr Suh Hoon, is expected to meet his American counterpart Jake Sullivan in Washington on Tuesday to discuss North Korea.","korean, koreas, washington, military, weapons, north, kim, united, threaten, south, mr, korea, war, nuclear, peace, missile, leader",Man-Made Disaster,Man-Made Disaster
184,Jul-21,WASHINGTON (REUTERS) ,Iran not ready for nuclear talks until President-elect Raisi takes over: Source,https://www.straitstimes.com/world/middle-east/iran-not-ready-for-nuclear-talks-until-raisi-takes-over-source,"WASHINGTON (REUTERS) - Iran is not prepared to resume negotiations on coming back into compliance with the 2015 nuclear deal until Iranian President-elect Ebrahim Raisi's administration has begun, a diplomatic source said on Wednesday (July 14).
The source, who spoke on condition of anonymity, said Iran had conveyed this to European officials acting as interlocutors in the indirect United States-Iran negotiations, and that the current thinking is that the Vienna talks will not resume before mid-August.
A US State Department spokesman confirmed that Iran had asked for more time because of its presidential transition.
""We were prepared to continue negotiating, but the Iranians requested more time to deal with their presidential transition,"" said the spokesman.
""When Iran is done with its process, we are prepared to plan our return to Vienna to continue with our talks,"" the spokesman added.","deal, talks, state, presidentelect, raisi, ready, vienna, return, spokesman, source, iran, prepared, nuclear, takes",Man-Made Disaster,Man-Made Disaster
185,Jun-21,WASHINGTON (REUTERS) ,US may rethink Iran approach if no deal in foreseeable future,https://www.straitstimes.com/world/united-states/us-may-rethink-iran-approach-if-no-deal-in-foreseeable-future,"WASHINGTON (REUTERS) - Washington may need to rethink its approach to Iran if the serious differences between the two countries on resuming compliance with the 2015 nuclear deal cannot be resolved ""in the foreseeable future"", a senior US official said on Thursday (June 24).
""This process is not going to be open forever,"" the official added, speaking on condition of anonymity.
""We do have differences and if we can't bridge them in the foreseeable future, I think we are going to have to regroup and figure out how we ... move ahead.""
The senior US official declined to detail the sticking points in the talks, which are indirect because Iran refuses to sit down with the US side.
Under the 2015 deal, Iran was only allowed to use advanced centrifuges in small numbers and not to accumulate enriched uranium with them.","sticking, deal, future, talks, steps, official, sanctions, approach, uranium, foreseeable, iran, nuclear, president, rethink",Man-Made Disaster,Man-Made Disaster
186,Jun-21,DUBAI (REUTERS) ,Iran's Raisi says US violated nuclear agreement as EU expresses optimism in clinching deal,https://www.straitstimes.com/world/middle-east/irans-raisi-says-us-violated-nuclear-deal-eu-failed-to-fulfil-commitments,"The United States and the EU should fulfil their pledges under the deal, Mr Raisi said in Teheran.
Friday's presidential election in Iran delivered victory to Mr Ebrahim Raisi, who takes over from the pragmatist Hassan Rouhani in August.
The EU is also a party to the talks between Iran and world powers: the United States, Russia, China, France, Britain and Germany.
Dr Zarif that the text under discussion at the nuclear talks was getting ""cleaner and cleaner"", or closer to agreement, and a deal could be struck before Raisi's new government takes office.
Dr Zarif described Mr Raisi as a reasonable man and said ""the foreign policy of Iran, which I believe is based on consensus, will continue.""","states, deal, talks, raisi, clinching, united, expresses, irans, mr, iran, agreement, eu, iranian, nuclear, optimism, world, violated",Man-Made Disaster,Man-Made Disaster
187,Jul-21,TEHERAN (BLOOMBERG) ,Qatar's top diplomat in Teheran for talks with Iran's foreign minister,https://www.straitstimes.com/world/middle-east/qatars-top-diplomat-in-teheran-for-talks-with-irans-foreign-minister,"TEHERAN (BLOOMBERG) - Qatar's Foreign Minister travelled to Iran for unpublicised talks, having earlier offered to broker dialogue between the Islamic Republic and its Arab neighbours in the Gulf, including regional rival Saudi Arabia.
Foreign Minister Sheikh Mohammed bin Abdulrahman al-Thani on Sunday (July 25) met with his Iranian counterpart Mohammad Javad Zarif just days after meetings in Washington, where the Biden administration is seeking to shift away from the confrontations of the Trump years.
Iran's Foreign Minister Zarif and Qatar's Mr al-Thani were to discuss Iran-Qatar ties and ""the most important regional and international issues"", according to a statement from Iran's Ministry of Foreign Affairs that gave no further details.
An unsourced report in Iran's reformist Etemad newspaper last Friday said Teheran and Riyadh will soon formally re-establish ties and that Saudi Arabia plans to send a representative to Mr Raisi's inauguration next month.
Saudi Arabia broke off ties with Iran in 2016 over Riyadh's execution of a revered Shiite Muslim cleric, which provoked an attack on the kingdom's embassy in Teheran.","talks, qatars, teheran, foreign, diplomat, irans, mr, ties, iran, minister, nuclear, arabia, saudi",Man-Made Disaster,Man-Made Disaster
188,Jun-21,DUBAI (REUTERS) ,"As Iran veers right, ties with Gulf Arabs may hinge on nuclear pact",https://www.straitstimes.com/world/middle-east/as-iran-veers-right-ties-with-gulf-arabs-may-hinge-on-nuclear-pact,"DUBAI (REUTERS) - Gulf Arab states are unlikely to be deterred from dialogue to improve ties with Iran after a hardline judge won the presidency, but their talks with Teheran might become tougher, analysts said.
Prospects for better relations between Muslim Shi'ite Iran and Sunni Gulf Arab monarchies could ultimately hinge on progress to revive Teheran's 2015 nuclear accord with world powers, they said, after Mr Ebrahim Raisi won Friday's (June 18) election.
The Iranian judge and cleric, who is subject to US sanctions, takes office in August, while nuclear talks in Vienna under outgoing President Hassan Rouhani, a more pragmatic cleric, are ongoing.
""The faces may change, but the leader is (Supreme Leader Ayatollah Ali) Khamenei,"" columnist Khaled al-Suleiman wrote in Saudi newspaper Okaz.
Mr Raisi, an implacable critic of the West and an ally of Mr Khamenei, who holds ultimate power in Iran, has voiced support for continuing the nuclear negotiations.","dr, arabs, hinge, gulf, pact, talks, right, mr, ties, veers, iran, arab, nuclear, raisi, president, leader",Man-Made Disaster,Man-Made Disaster
189,Jun-21,JERUSALEM (REUTERS) ,"Israel says Iran's Raisi extreme, committed to nuclear programme",https://www.straitstimes.com/world/middle-east/israel-says-irans-raisi-extreme-committed-to-nuclear-programme,"JERUSALEM (REUTERS) - Israel on Saturday (June 19) condemned Iran's newly-elected president Ebrahim Raisi, saying he was its most extreme president yet and committed to quickly advancing Teheran's nuclear programme.
""Iran's new president, known as the Butcher of Teheran, is an extremist responsible for the deaths of thousands of Iranians.
He is committed to the regime's nuclear ambitions and to its campaign of global terror,"" Foreign Minister Yair Lapid said on Twitter.
A separate statement from the Israeli Foreign Ministry said Raisi's election should ""prompt grave concern among the international community.""
""Iran's ballistic missile programme must be dismantled and its global terror campaign vigorously countered by a broad international coalition.""","ministry, terror, global, israel, committed, election, foreign, programme, international, irans, extreme, minister, nuclear, raisi, president",Man-Made Disaster,Man-Made Disaster
190,Jun-21,TEHERAN (AFP) ,Iran nuclear talks will survive presidential vote: analysts,https://www.straitstimes.com/world/middle-east/iran-nuclear-talks-will-survive-presidential-vote-analysts,"TEHERAN (AFP) - Iran's presidential vote next week will likely replace a moderate with an ultraconservative, but this should not derail ongoing nuclear talks because there is a broad political consensus in Teheran that these should succeed, analysts say.
All major players in Teheran, whatever their ideological leanings, are pragmatic enough to know that only by saving the tattered 2015 nuclear deal can the Islamic republic free itself from crippling US sanctions, they argue.
Mr Trump's economic and diplomatic maximum pressure campaign had plunged Iran into its deepest economic turmoil in decades, and led it to progressively walk back from most of the limits on its nuclear programme.
""The nuclear issue (is the subject) of a consensus within the Islamic republic,"" he said on Tuesday (June 8).
Iran has suffered badly since Mr Trump's unilateral US withdrawal and pressure on European parties to also economically isolate Iran.","deal, revive, talks, rouhani, teheran, mr, presidential, iran, trumps, analysts, survive, vote, nuclear, economic, trump",Man-Made Disaster,Man-Made Disaster
191,Jun-21,SEOUL (REUTERS) ,North Korea hackers target South Korea nuclear think-tank: Lawmaker,https://www.straitstimes.com/asia/east-asia/north-korea-hackers-target-south-korea-nuclear-think-tank-lawmaker,"SEOUL (REUTERS) - A North Korean hacking group known as Kimsuky broke into the network of South Korea's state-run nuclear think-tank last month, the latest in a series of cyber attacks by the North, a South Korean lawmaker said on Friday (June 18).
Affiliated with North Korea's Reconnaissance General Bureau spy agency, the group had previously targeted South Korean Covid-19 vaccine developers and a state-run nuclear reactor operator, among others.
North Korea has been developing nuclear weapons using plutonium from spent reactor fuel.
United States-led negotiations aimed at dismantling North Korea's nuclear programme have been stalled since 2019.
An official at the science and technology ministry, which is leading the investigation, said it had not found evidence to determine that North Korea was behind the hack.","lawmaker, target, korean, koreas, hackers, kimsuky, north, mr, south, korea, nuclear, thinktank, kaeri",Man-Made Disaster,Man-Made Disaster
192,Aug-21,"The first discovery seemed just a fluke; the second discovery appeared to confirm a pattern. Or did it?

A lively debate is currently raging among security specialists and scholars in the US and other Western countries about the significance of newly published satellite images indicating that China is engaged in a massive construction project of new underground nuclear missile launch silos",Is China changing its nuclear posture?,https://www.straitstimes.com/opinion/is-china-changing-its-nuclear-posture,"The first discovery seemed just a fluke; the second discovery appeared to confirm a pattern.
A lively debate is currently raging among security specialists and scholars in the US and other Western countries about the significance of newly published satellite images indicating that China is engaged in a massive construction project of new underground nuclear missile launch silos.","scholars, western, underground, specialists, security, discovery, significance, satellite, changing, second, nuclear, silos, posture, china",Man-Made Disaster,Man-Made Disaster
193,Aug-21,SEOUL (REUTERS) ,"North Korea not picking up hotlines after warning South Korea, US over joint drills",https://www.straitstimes.com/asia/east-asia/north-korea-says-us-south-korea-to-face-security-threats-with-military-drills,"SEOUL (REUTERS) - North Korea did not answer routine calls on inter-Korean hotlines on Tuesday (Aug 10), South Korea said, hours after a senior official in Pyongyang warned the South and the United States over annual joint military drills set to begin this week.
South Korea and the United States are set to hold computer-simulated exercises next week but preliminary training began on Tuesday, military sources told Reuters.
""They are the most vivid expression of the US hostile policy towards (North Korea), designed to stifle our state by force,"" she said.
""For peace to settle on the peninsula, it is imperative for the US to withdraw its aggression troops and war hardware deployed in South Korea.""
South Korea's unification ministry, which handles relations with the North, said in a statement that it would not speculate on North Korea's intentions but would prepare for all possibilities.","korean, koreas, states, military, joint, warning, north, hotlines, united, kim, south, picking, korea, drills",Man-Made Disaster,Man-Made Disaster
194,Sep-21,LONDON ,"Europeans urge Iran to restart nuclear talks, fearing delay works in Teheran's favour",https://www.straitstimes.com/world/middle-east/europeans-urge-iran-to-restart-nuclear-talks-fearing-delay-works-in-teherans,"LONDON - France and Germany have called on Iran to resume diplomatic negotiations on its nuclear programme.
A month after the inauguration of conservative Iranian President Ebrahim Raisi, French Foreign Minister Jean-Yves Le Drian called Mr Hossein Amir Abdollahian, his newly appointed Iranian counterpart, to ""underline the importance and the urgency of an immediate resumption of the negotiations, interrupted by Iran since the month of June"", as a French government statement put it.","resumption, called, iran, iranian, fearing, negotiations, europeans, urge, month, underline, urgency, french, statement, talks, teherans, works, nuclear, favour, restart",Man-Made Disaster,Man-Made Disaster
195,Jun-21,The ultra,Iran's Chief Justice tipped to be country's next president after election,https://www.straitstimes.com/world/middle-east/irans-chief-justice-tipped-to-be-countrys-next-president-after-election,"The ultra-conservative head of Iran's judiciary, Chief Justice Ebrahim Raisi, is likely to emerge victorious in a presidential election in the Islamic republic on Friday (June 18).
What's at stakeFive candidates, including Mr Raisi, 60, are in the race, but the disqualification of a number of candidates has made the Chief Justice all but certain to win.
Mr Raisi has said that he will defend freedom of expression and the fundamental rights of citizens, and has promised transparency.
The presidential election comes at a time when Iran's economy has been battered by US sanctions over its nuclear weapons programme and the Covid-19 pandemic.
Pertinently, all of the Iranian presidential candidates have backed talks being held in Vienna for the US to rejoin the accord.","tipped, chief, deal, election, candidates, raisi, justice, irans, mr, iran, countrys, presidential, nuclear, president",Man-Made Disaster,Man-Made Disaster
196,Jul-21,TOKYO (REUTERS) ,Japan goes nuclear in bid to stay cool during Summer Olympics,https://www.straitstimes.com/asia/east-asia/japan-goes-nuclear-in-bid-to-stay-cool-during-summer-olympics,"TOKYO (REUTERS) - Japan has rebooted extra power plants, including a long-dormant nuclear reactor, and taken other steps to avoid a power crisis as temperatures soar and demand for cooling surges, especially in Tokyo, where the Olympics begin on Friday (July 23).
Japan has nine reactors operating, the highest number since the Fukushima atomic disaster led to the shutdown of Japan's nuclear industry.
But Japan still relies heavily on fossil fuels, especially liquefied natural gas (LNG) and coal, which have to be imported.
Adding to pressures on the sector, many old oil and coal power plants are being shut down in Japan as liberalisation forces cost cuts, and pressure to reduce CO2 emissions makes them unviable.
The industry ministry warned in May of the risk of power crunches during peak summer demand and told utilities to secure adequate generation capacity along with LNG stockpiles.","coal, summer, power, electricity, olympics, goes, bid, stay, tokyo, nuclear, industry, plants, japan, told, capacity, cool",Man-Made Disaster,Man-Made Disaster
197,Jun-21,BEIJING (AFP) ,China says 'no abnormality' in radiation levels around Taishan nuclear plant,https://www.straitstimes.com/asia/east-asia/china-says-no-abnormality-in-radiation-levels-around-taishan-nuclear-plant,"BEIJING (AFP) - Beijing said on Tuesday (June 15) that there had been no change in radiation levels at the Taishan nuclear power station in southern China after its French operator said it was working to resolve an issue linked to gas build-up.
""There is no abnormality in the radiation levels around the nuclear power plant, and safety is guaranteed,"" said foreign ministry spokesman Zhao Lijian.
Powered up in 2018, the Taishan plant was the first worldwide to operate a next-generation EPR nuclear reactor - a pressurised water design that has been subject to years of delays in similar European projects in Britain, France and Finland.
Mr Zhao added on Tuesday that ""China's nuclear power plants have maintained a good operating record, and there have been no incidents affecting the environment and public health"".
The Chinese operator of the power station, state-owned China General Nuclear Power Group, had said in a Sunday statement that ""the environmental indicators of Taishan Nuclear Power Plant and its surroundings are normal"", without referencing any incident at the station.","statement, levels, power, safety, southern, abnormality, plant, radiation, taishan, station, zhao, nuclear, china",Man-Made Disaster,Man-Made Disaster
198,Jun-21,GENEVA (REUTERS) ,China calls for US and Russian nuclear cuts and progress in Iran talks,https://www.straitstimes.com/world/europe/china-urges-us-and-russian-nuclear-cuts-and-progress-in-iran-talks,"GENEVA (REUTERS) - Chinese Foreign Minister Wang Yi on Friday (June 11) urged the United States and Russia to cut their nuclear arsenals, days before US President Joe Biden and Russian President Vladimir Putin meet in Geneva.
Mr Wang, addressing the United Nations-backed Conference on Disarmament, said ""unilateral bullying acts of the United States"" were the root cause of the Iranian nuclear issue.
He said that as nuclear talks between Iran and the US in Vienna were in a final sprint, parties to the 2015 big-power agreement with Iran, the JCPOA, must redouble diplomatic efforts to ""bring the JCPOA back on track"".
Meanwhile, US disarmament ambassador Robert Wood urged China to engage in talks on risk reduction and strategic stability, saying he regretted that US efforts have been ""rebuffed"".
JCPOA refers to the Joint Comprehensive Plan of Action, known commonly as the Iran nuclear deal.","calls, urged, deal, talks, vienna, united, nuclear, iran, wang, cuts, washingtons, russian, president, china, progress",Man-Made Disaster,Man-Made Disaster
199,Oct-21,You have reached your limit of subscriber,"A Cartoonist's View: Francisco, Oct 3, 2021",https://www.straitstimes.com/opinion/cartoons/a-cartoonists-view-francisco-oct-3-2021,"You have reached your limit of subscriber-only articles this month.
Get unlimited access to all stories at $0.99/month for the first 3 months.","articles, francisco, monthget, months, oct, limit, 099month, subscriberonly, 2021, view, unlimited, access, reached, cartoonists",Man-Made Disaster,Man-Made Disaster
